Date,Biomass,Hydro,Wind_Offshore,Wind_Onshore,Solar,Other_Renewable,Nuclear,Lignite,Hard_Coal,Gas,Pumped_Storage,Other_Conventional,Total_Wind,Total_Renewable,Total_Fossil,Total_Generation,Renewable_Share_Pct,Grid_Load,Grid_Load_incl_Pumped,Pumped_Demand,Residual_Load,Coverage_Pct,Hour,Month,day
2025-04-01 00:00:00,3853.75,1295.0,818.75,6676.5,6.25,118.25,0,11622.0,5739.25,7785.0,314.25,1851.25,7495.25,12768.5,26997.5,40080.25,31.857336219210207,46679.62,47257.37,577.75,39178.12,85.86241704623987,0,April,2025-04-01
2025-04-01 01:00:00,3797.75,1285.0,794.5,6316.5,6.0,117.75,0,11580.75,5341.75,7361.25,159.75,1869.5,7111.0,12317.5,26153.25,38630.5,31.885427317792935,44634.29,45270.04,635.75,37517.29,86.54892908568725,1,April,2025-04-01
2025-04-01 02:00:00,3759.5,1282.25,735.25,6133.25,6.0,118.0,0,11404.5,5382.5,7266.25,66.5,1878.5,6868.5,12034.25,25931.75,38032.5,31.642016696246632,43877.27,45003.02,1125.75,37002.77,86.67927608075891,2,April,2025-04-01
2025-04-01 03:00:00,3767.75,1284.0,704.75,6243.0,6.0,117.75,0,11389.25,5389.25,7255.5,65.25,1881.75,6947.75,12123.25,25915.75,38104.25,31.81600477637009,44109.89,45021.39,911.5,37156.14,86.38482208865177,3,April,2025-04-01
2025-04-01 04:00:00,3845.5,1285.0,746.5,6811.0,6.0,117.25,0,11433.75,5377.25,7351.5,128.5,1893.75,7557.5,12811.25,26056.25,38996.0,32.852728484972815,45956.42,46673.92,717.5,38392.92,84.85430327253516,4,April,2025-04-01
2025-04-01 05:00:00,4003.25,1292.5,810.0,7631.25,7.25,116.5,0,11617.0,5960.0,7922.0,459.75,1860.0,8441.25,13860.75,27359.0,41679.5,33.255557288355185,50106.29,50570.54,464.25,41657.79,83.18217134016508,5,April,2025-04-01
2025-04-01 06:00:00,4284.0,1377.25,809.25,8482.5,29.25,114.0,0,11839.5,6196.5,8894.75,3383.75,1850.0,9291.75,15096.25,28780.75,47260.75,31.942468115719702,57448.06,57483.31,35.25,48127.06,82.26692076285953,6,April,2025-04-01
2025-04-01 07:00:00,4454.0,1379.25,732.5,9061.5,1690.5,114.0,0,11927.25,6228.75,9021.0,5181.25,1870.5,9794.0,17431.75,29047.5,51660.5,33.74289834593161,62027.61,62027.61,0.0,50543.11,83.28629782769318,7,April,2025-04-01
2025-04-01 08:00:00,4410.0,1435.75,665.25,8372.75,8304.5,114.0,0,11860.5,6221.5,9024.0,3580.75,1824.5,9038.0,23302.25,28930.5,55813.5,41.75020380373924,64315.76,64404.51,88.75,46973.26,86.78044075044747,8,April,2025-04-01
2025-04-01 09:00:00,4156.75,1431.75,600.0,6339.25,18193.75,113.75,0,11730.0,5663.25,7240.75,1463.75,1820.75,6939.25,30835.25,26454.75,58753.75,52.48218198838372,64567.85,64696.85,129.0,39434.85,90.99536379173226,9,April,2025-04-01
2025-04-01 10:00:00,3793.75,1436.0,536.5,7506.75,27221.5,109.5,0,10525.0,3743.75,4560.0,412.0,1748.0,8043.25,40604.0,20576.75,61592.75,65.92334325062609,63056.41,64393.16,1336.75,27791.66,97.67880854618903,10,April,2025-04-01
2025-04-01 11:00:00,3621.0,1512.75,405.5,9756.0,32759.25,110.25,0,6898.0,2226.25,3569.25,119.25,1721.5,10161.5,48164.75,14415.0,62699.0,76.81900827764399,63482.93,67226.18,3743.25,20562.18,98.76513261123895,11,April,2025-04-01
2025-04-01 12:00:00,3547.0,1492.75,241.25,11536.5,34498.5,107.5,0,5809.0,2257.75,3244.5,24.0,1692.25,11777.75,51423.5,13003.5,64451.0,79.78696994616065,62051.9,66051.9,4000.0,15775.65,103.866279678785,12,April,2025-04-01
2025-04-01 13:00:00,3531.5,1451.75,231.5,12861.75,34269.5,107.0,0,5774.75,2073.0,3185.5,47.25,1687.0,13093.25,52453.0,12720.25,65220.5,80.42409978457692,61117.77,64921.77,3804.0,13755.02,106.71282672780764,13,April,2025-04-01
2025-04-01 14:00:00,3544.0,1430.75,242.5,13310.5,33251.0,109.0,0,5722.5,2000.5,3131.25,32.25,1648.0,13553.0,51887.75,12502.25,64422.25,80.5432129427333,59344.89,64090.89,4746.0,12540.89,108.55568187926544,14,April,2025-04-01
2025-04-01 15:00:00,3591.75,1425.5,353.25,13859.25,30025.25,111.25,0,5746.0,1961.75,3223.5,108.0,1532.0,14212.5,49366.25,12463.25,61937.5,79.70332996972755,57611.95,62398.2,4786.25,13374.2,107.50807775123043,15,April,2025-04-01
2025-04-01 16:00:00,3739.25,1394.5,523.25,14561.75,24839.75,111.75,0,5996.75,1936.25,3334.75,11.0,1605.75,15085.0,45170.25,12873.5,58054.75,77.80629491988167,56541.84,61214.34,4672.5,16617.09,102.67573534925643,16,April,2025-04-01
2025-04-01 17:00:00,4007.5,1409.25,809.25,15792.0,16678.5,111.5,0,7823.0,2550.25,4386.25,152.25,1709.5,16601.25,38808.0,16469.0,55429.25,70.01357586472847,57235.7,59235.45,1999.75,23955.95,96.84384047019606,17,April,2025-04-01
2025-04-01 18:00:00,4313.25,1424.25,1109.75,15349.25,7098.5,113.25,0,10034.0,3471.75,6150.0,1197.5,1743.25,16459.0,29408.25,21399.0,52004.75,56.54916137468212,59619.09,60120.09,501.0,36061.59,87.22835252936602,18,April,2025-04-01
2025-04-01 19:00:00,4531.25,1426.0,1423.5,15550.0,1022.75,115.25,0,11484.25,4449.75,6488.0,4376.0,1763.0,16973.5,24068.75,24185.0,52629.75,45.73221419444325,60108.11,60135.61,27.5,42111.86,87.5584842045441,19,April,2025-04-01
2025-04-01 20:00:00,4507.75,1453.25,1582.0,18223.0,27.5,116.0,0,11321.5,4819.75,6655.75,4220.75,1783.5,19805.0,25909.5,24580.5,54710.75,47.35723783717094,59789.99,59809.74,19.75,39957.49,91.50486561379255,20,April,2025-04-01
2025-04-01 21:00:00,4313.75,1462.0,1849.5,21564.0,7.25,115.5,0,10611.5,4576.25,6448.25,2007.0,1827.75,23413.5,29312.0,23463.75,54782.75,53.50589373479791,57215.83,57410.08,194.25,33795.08,95.7475404970967,21,April,2025-04-01
2025-04-01 22:00:00,4098.0,1389.75,2216.75,22518.0,7.75,115.75,0,10296.0,3706.25,5810.0,385.25,1891.0,24734.75,30346.0,21703.25,52434.5,57.87410960340998,53173.72,53493.47,319.75,28431.22,98.60980198489028,22,April,2025-04-01
2025-04-01 23:00:00,3879.0,1323.5,2214.5,23019.25,7.0,116.25,0,9270.25,2783.0,4833.5,134.0,1843.0,25233.75,30559.5,18729.75,49423.25,61.83223482874962,48826.14,49772.89,946.75,23585.39,101.22293099556919,23,April,2025-04-01
2025-04-02 00:00:00,3767.75,1363.75,2012.5,22474.5,6.0,117.5,0,7880.5,2598.0,4101.25,34.0,1798.75,24487.0,29742.0,16378.5,46154.5,64.4400870987661,45719.23,47144.48,1425.25,21226.23,100.95205015482544,0,April,2025-04-02
2025-04-02 01:00:00,3713.25,1368.0,1661.25,21344.5,6.25,118.25,0,7182.0,2567.5,4085.75,1.75,1798.5,23005.75,28211.5,15633.75,43847.0,64.34077587976373,43933.26,45786.76,1853.5,20921.26,99.80365672841032,1,April,2025-04-02
2025-04-02 02:00:00,3701.25,1246.0,1630.5,20318.75,6.75,119.5,0,7047.5,2617.0,4035.25,46.5,1793.5,21949.25,27022.75,15493.25,42562.5,63.48957415565345,43296.02,45768.77,2472.75,21340.02,98.30580270426705,2,April,2025-04-02
2025-04-02 03:00:00,3715.5,1288.0,1618.25,19887.0,6.0,119.0,0,7149.0,2810.0,4083.25,14.0,1763.75,21505.25,26633.75,15806.0,42453.75,62.73591849954362,43676.21,45198.21,1522.0,22164.96,97.20108498425115,3,April,2025-04-02
2025-04-02 04:00:00,3820.75,1328.75,1719.75,19364.5,6.0,119.0,0,7340.5,2880.5,4241.75,18.75,1798.75,21084.25,26358.75,16261.5,42639.0,61.81840568493633,44898.06,45547.81,649.75,23807.81,94.9684685708024,4,April,2025-04-02
2025-04-02 05:00:00,3983.0,1341.75,1951.25,18853.0,7.5,118.0,0,9014.75,3181.75,5044.5,897.25,1838.5,20804.25,26254.5,19079.5,46231.25,56.78950926051102,48993.28,49143.28,150.0,28181.53,94.36243092930296,5,April,2025-04-02
2025-04-02 06:00:00,4254.75,1291.75,2221.75,18966.75,43.25,115.75,0,10132.0,4630.0,5711.25,4574.25,1805.5,21188.5,26894.0,22278.75,53747.0,50.03814166372077,56320.88,56343.88,23.0,35089.13,95.42997197486972,6,April,2025-04-02
2025-04-02 07:00:00,4423.25,1326.75,2635.0,17766.25,2256.0,115.25,0,11180.25,5005.25,6021.75,5612.0,1809.75,20401.25,28522.5,24017.0,58151.5,49.04860579692699,60837.73,60837.73,0.0,38180.48,95.58459857065672,7,April,2025-04-02
2025-04-02 08:00:00,4367.75,1498.5,2960.5,14371.75,10541.75,113.25,0,11093.75,4473.75,5930.25,4646.75,1801.0,17332.25,33853.5,23298.75,61799.0,54.78001262156346,63137.95,63138.45,0.5,35263.95,97.87932614220132,8,April,2025-04-02
2025-04-02 09:00:00,4049.75,1372.5,2920.25,11067.25,22287.0,112.0,0,9088.0,2831.5,4717.25,998.25,1755.5,13987.5,41808.75,18392.25,61199.25,68.31578818367872,63273.36,64126.36,853.0,26998.86,96.72198536635324,9,April,2025-04-02
2025-04-02 10:00:00,3734.5,1367.75,2785.5,10253.0,32837.0,111.25,0,5422.25,1768.25,3005.0,1.75,1737.5,13038.5,51089.0,11933.0,63023.75,81.06309129494834,61521.87,65006.87,3485.0,15646.37,102.44121318158892,10,April,2025-04-02
2025-04-02 11:00:00,3540.0,1403.0,1973.25,9820.75,40242.75,108.25,0,4837.0,1690.75,2783.25,72.25,1722.0,11794.0,57088.0,11033.0,68193.25,83.71503044656178,60808.92,65667.42,4858.5,8772.17,112.1434980262764,11,April,2025-04-02
2025-04-02 12:00:00,3437.5,1388.25,1562.0,8030.0,42310.5,111.75,0,4886.0,1489.25,2703.25,3.75,1708.75,9592.0,56840.0,10787.25,67631.0,84.04429921189987,59657.58,64329.83,4672.25,7755.08,113.3653091526676,12,April,2025-04-02
2025-04-02 13:00:00,3416.0,1392.0,1662.25,7728.0,42146.5,113.0,0,4935.25,1416.25,2574.0,2.0,1711.25,9390.25,56457.75,10636.75,67096.5,84.14410587735574,58486.24,63226.74,4740.5,6949.49,114.72185594423578,13,April,2025-04-02
2025-04-02 14:00:00,3388.5,1413.5,1940.25,11519.25,39627.25,111.25,0,4821.25,1370.0,2452.75,22.75,1704.5,13459.5,58000.0,10348.5,68371.25,84.83097793297621,56692.79,62160.04,5467.25,3606.04,120.59955066596653,14,April,2025-04-02
2025-04-02 15:00:00,3457.5,1375.5,2216.25,16050.0,35061.0,110.75,0,4844.5,1391.25,2410.5,79.5,1718.75,18266.25,58271.0,10365.0,68715.5,84.80037255058902,56361.69,61713.19,5351.5,3034.44,121.91880690589653,15,April,2025-04-02
2025-04-02 16:00:00,3609.75,1330.5,2441.0,20153.0,27805.0,111.75,0,4950.0,1928.0,2417.5,5.0,1774.0,22594.0,55451.0,11069.5,66525.5,83.35299997745226,56163.17,61516.92,5353.75,5764.17,118.45040085878344,16,April,2025-04-02
2025-04-02 17:00:00,3771.0,1346.0,2864.75,23827.5,18580.5,110.75,0,5581.0,2134.25,2807.25,126.75,1788.25,26692.25,50500.5,12310.75,62938.0,80.2384886713909,57423.38,61535.88,4112.5,12150.63,109.60344027119268,17,April,2025-04-02
2025-04-02 18:00:00,4186.5,1299.75,4363.75,24518.0,7825.25,108.25,0,7960.0,3001.75,4229.25,714.0,1765.5,28881.75,42301.5,16956.5,59972.0,70.53541652771294,58822.92,59947.42,1124.5,22115.92,101.95345623780663,18,April,2025-04-02
2025-04-02 19:00:00,4453.25,1509.25,4948.0,24453.5,1174.0,108.5,0,9112.25,3868.25,4703.5,4219.75,1785.25,29401.5,36646.5,19469.25,60335.5,60.73787405424667,59304.92,59311.92,7.0,28729.42,101.73776475880922,19,April,2025-04-02
2025-04-02 20:00:00,4456.0,1384.0,5117.25,26167.0,20.75,109.5,0,9763.5,4133.75,4802.25,4562.0,1807.0,31284.25,37254.5,20506.5,62323.0,59.776487011215764,59238.77,59261.77,23.0,27933.77,105.20643828357679,20,April,2025-04-02
2025-04-02 21:00:00,4325.25,1246.0,5209.75,27603.25,9.75,110.5,0,9346.0,4023.75,4673.25,2263.75,1800.25,32813.0,38504.5,19843.25,60611.5,63.52672347656798,56511.39,56670.64,159.25,23688.64,107.25536922733629,21,April,2025-04-02
2025-04-02 22:00:00,4087.75,1243.0,5146.5,26580.75,8.75,110.5,0,8920.5,3671.5,4676.5,617.75,1846.75,31727.25,37177.25,19115.25,56910.25,65.32610557852057,52724.82,52951.57,226.75,20988.82,107.93825374842436,22,April,2025-04-02
2025-04-02 23:00:00,3880.75,1216.75,4978.75,25760.0,6.25,111.0,0,7767.5,3183.5,4024.0,41.0,1850.75,30738.75,35953.5,16825.75,52820.25,68.06764451133797,49258.8,50003.3,744.5,18513.8,107.2300786864479,23,April,2025-04-02
2025-04-03 00:00:00,3735.5,1248.5,4804.75,23940.0,6.5,111.75,0,6573.5,3038.5,3622.75,184.0,1837.0,28744.75,33847.0,15071.75,49102.75,68.9309661882481,45614.57,47972.57,2358.0,16863.32,107.6470741695033,0,April,2025-04-03
2025-04-03 01:00:00,3704.75,1225.0,4501.75,22063.25,6.0,111.5,0,7284.25,2771.25,3536.25,0.75,1815.25,26565.0,31612.25,15407.0,47020.0,67.23149723521905,44310.08,47448.33,3138.25,17739.08,106.11580931472027,1,April,2025-04-03
2025-04-03 02:00:00,3696.75,1210.5,4042.75,20223.0,6.0,112.5,0,7185.5,2707.0,3417.0,1.75,1773.75,24265.75,29291.5,15083.25,44376.5,66.00678286931146,43064.56,45641.81,2577.25,18792.81,103.04644933095798,2,April,2025-04-03
2025-04-03 03:00:00,3732.25,1226.5,3348.0,18984.0,6.25,113.0,0,7623.0,2575.25,3473.0,22.0,1810.75,22332.0,27410.0,15482.0,42914.0,63.871929906324276,42802.3,44275.55,1473.25,20464.05,100.26096728446836,3,April,2025-04-03
2025-04-03 04:00:00,3819.75,1245.75,3038.0,18203.0,6.75,113.0,0,7862.75,2787.0,3840.5,106.0,1872.0,21241.0,26426.25,16362.25,42894.5,61.60754875333667,44545.36,45105.61,560.25,23297.61,96.29397988926344,4,April,2025-04-03
2025-04-03 05:00:00,3983.25,1311.0,2825.75,17634.25,6.75,111.75,0,8933.75,3117.75,5006.5,2126.5,1879.75,20460.0,25872.75,18937.75,46937.0,55.12229158233377,48441.17,48564.42,123.25,27974.42,96.89485204424253,5,April,2025-04-03
2025-04-03 06:00:00,4306.5,1369.5,2507.0,17073.0,74.25,111.0,0,9377.25,3558.75,6311.75,4832.5,1938.5,19580.0,25441.25,21186.25,51460.0,49.438884570540225,55122.9,55123.4,0.5,35468.65,93.35503030500935,6,April,2025-04-03
2025-04-03 07:00:00,4434.75,1604.5,2265.25,15198.0,2998.75,103.75,0,9911.75,3883.25,6783.75,5547.25,1877.5,17463.25,26605.0,22456.25,54608.5,48.719521686184386,59428.84,59428.84,0.0,38966.84,91.88888761752712,7,April,2025-04-03
2025-04-03 08:00:00,4356.25,1386.75,1770.75,11569.0,13026.25,88.25,0,9850.75,3668.5,6300.25,4098.25,1838.25,13339.75,32197.25,21657.75,57953.25,55.55728108432228,62297.45,62339.45,42.0,35931.45,93.02668086735493,8,April,2025-04-03
2025-04-03 09:00:00,4015.0,1321.75,1437.0,6573.75,26026.25,88.0,0,8998.0,2304.75,4596.0,1184.5,1834.25,8010.75,39461.75,17733.0,58379.25,67.59550696523165,62676.18,63298.18,622.0,28639.18,93.14423757159418,9,April,2025-04-03
2025-04-03 10:00:00,3685.0,1364.0,1070.25,4634.25,37020.75,86.5,0,6454.25,1806.75,2931.25,208.0,1807.0,5704.5,47860.75,12999.25,61068.0,78.37287941311325,61778.86,64526.36,2747.5,19053.61,98.84934749524352,10,April,2025-04-03
2025-04-03 11:00:00,3479.75,1358.5,700.5,4437.0,44073.0,88.25,0,5150.0,1711.5,2655.0,109.5,1733.0,5137.5,54137.0,11249.5,65496.0,82.65695614999389,60813.63,64909.38,4095.75,11603.13,107.6995403826412,11,April,2025-04-03
2025-04-03 12:00:00,3384.75,1371.25,625.75,5269.75,47290.5,88.5,0,4741.25,1582.5,2582.75,56.25,1701.5,5895.5,58030.5,10608.0,68694.75,84.47588789536317,58650.52,63475.77,4825.25,5464.52,117.12556001208516,12,April,2025-04-03
2025-04-03 13:00:00,3358.5,1353.25,554.0,5307.25,46819.25,99.75,0,4681.5,1531.75,2569.25,6.75,1748.5,5861.25,57492.0,10531.0,68029.75,84.5100856610527,56992.17,61548.67,4556.5,4311.67,119.3668358302553,13,April,2025-04-03
2025-04-03 14:00:00,3362.75,1352.5,560.0,5862.0,44946.75,105.75,0,4730.0,1494.25,2478.0,5.5,1746.0,6422.0,56189.75,10448.25,66643.5,84.3139240886208,55534.58,60955.08,5420.5,4165.83,120.00360856244883,14,April,2025-04-03
2025-04-03 15:00:00,3444.5,1379.25,816.75,6260.0,41051.0,105.5,0,5009.5,1480.25,2346.75,16.5,1716.75,7076.75,53057.0,10553.25,63626.75,83.38788324093247,54794.66,60079.41,5284.75,6666.91,116.11852322835838,15,April,2025-04-03
2025-04-03 16:00:00,3646.0,1434.75,1113.0,6041.75,33547.5,105.0,0,5708.0,1964.75,2675.0,25.0,1801.0,7154.75,45888.0,12148.75,58061.75,79.03309838232572,54549.41,59560.66,5011.25,13847.16,106.43882307801312,16,April,2025-04-03
2025-04-03 17:00:00,3937.0,1350.0,979.0,6299.5,21758.75,105.25,0,8622.0,3666.5,4778.75,411.25,1815.75,7278.5,34429.5,18883.0,53723.75,64.08618162358361,55221.67,57307.67,2086.0,26184.42,97.28744168729413,17,April,2025-04-03
2025-04-03 18:00:00,4364.5,1391.0,1168.75,6037.75,8850.75,107.25,0,11020.25,5720.25,7231.0,2645.25,1854.0,7206.5,21920.0,25825.5,50390.75,43.50004713166603,57910.91,58202.66,291.75,41853.66,87.0142603526693,18,April,2025-04-03
2025-04-03 19:00:00,4541.75,1652.0,1313.25,6393.0,1271.5,109.75,0,11625.0,6475.25,8231.0,4937.5,1884.75,7706.25,15281.25,28216.0,48434.75,31.550178332705343,59363.86,59365.86,2.0,50386.11,81.58962372055994,19,April,2025-04-03
2025-04-03 20:00:00,4524.5,1560.0,1622.75,8754.25,53.25,111.25,0,11839.0,6544.0,8365.5,5274.0,1855.0,10377.0,16626.0,28603.5,50503.5,32.92049065906323,58950.52,58952.77,2.25,48520.27,85.67100001832046,20,April,2025-04-03
2025-04-03 21:00:00,4391.0,1341.25,1933.75,10688.0,17.25,112.75,0,11827.25,6498.25,8194.5,3622.25,1830.75,12621.75,18484.0,28350.75,50457.0,36.633172800602495,55777.23,55919.98,142.75,43138.23,90.46164537034198,21,April,2025-04-03
2025-04-03 22:00:00,4183.0,1345.25,1724.5,11217.25,5.5,114.5,0,11841.75,6478.25,7481.0,1858.5,1829.75,12941.75,18590.0,27630.75,48079.25,38.66532859809585,51894.41,52166.41,272.0,38947.16,92.64822550251559,22,April,2025-04-03
2025-04-03 23:00:00,3998.75,1316.25,1525.0,10632.75,6.0,116.5,0,11742.5,6501.25,6494.5,854.0,1835.75,12157.75,17595.25,26574.0,45023.25,39.080364034137915,47906.75,48453.75,547.0,35743.0,93.9810152014069,23,April,2025-04-03
2025-04-04 00:00:00,3825.0,1266.5,1194.5,9346.75,6.0,117.25,0,11425.0,6389.0,5380.75,104.25,1856.0,10541.25,15756.0,25050.75,40911.0,38.51286939942803,44844.29,45595.29,751.0,34297.04,91.22900596709191,0,April,2025-04-04
2025-04-04 01:00:00,3781.0,1252.5,826.5,7702.75,6.75,118.75,0,11445.5,6345.75,5424.25,82.0,1903.0,8529.25,13688.25,25118.5,38888.75,35.19848285172447,43132.01,43474.01,342.0,34596.01,90.16215567046376,1,April,2025-04-04
2025-04-04 02:00:00,3765.25,1245.75,577.5,6198.75,6.0,119.0,0,11462.75,6352.25,5671.0,184.75,1868.75,6776.25,11912.25,25354.75,37451.75,31.80692491005093,42304.11,42438.61,134.5,35521.86,88.52981424263506,2,April,2025-04-04
2025-04-04 03:00:00,3805.0,1302.0,540.5,5017.75,6.0,119.0,0,11475.5,6352.0,5825.75,606.5,1903.5,5558.25,10790.25,25556.75,36953.5,29.199534550177926,42580.79,42698.04,117.25,37016.54,86.78443964989846,3,April,2025-04-04
2025-04-04 04:00:00,3919.5,1265.75,578.5,4139.5,6.25,119.25,0,11483.5,6410.75,6619.5,564.0,1917.5,4718.0,10028.75,26431.25,37024.0,27.087159680207435,44243.84,44301.34,57.5,39519.59,83.68170574705994,4,April,2025-04-04
2025-04-04 05:00:00,4113.0,1282.0,612.0,3574.5,7.25,119.5,0,11386.75,6426.0,8234.0,1297.5,1947.75,4186.5,9708.25,27994.5,39000.25,24.892789148787507,48135.53,48169.28,33.75,43941.78,81.02175253913273,5,April,2025-04-04
2025-04-04 06:00:00,4390.5,1490.75,789.75,3407.5,83.25,116.75,0,11218.25,6520.0,9047.75,4622.75,2032.25,4197.25,10278.5,28818.25,43719.5,23.51010418691888,55263.65,55266.15,2.5,50983.15,79.11077172788985,6,April,2025-04-04
2025-04-04 07:00:00,4512.25,1584.75,780.0,3322.25,3229.5,115.5,0,11222.5,6526.25,9070.25,5106.5,1951.5,4102.25,13544.25,28770.5,47421.25,28.56156259061075,59444.4,59445.4,1.0,52112.65,79.7741250647664,7,April,2025-04-04
2025-04-04 08:00:00,4404.25,1316.0,587.0,2819.0,13615.75,113.0,0,11162.5,6264.5,8172.25,2367.25,1868.5,3406.0,22855.0,27467.75,52690.0,43.37635224900361,62401.75,62537.0,135.25,45380.0,84.43673454670743,8,April,2025-04-04
2025-04-04 09:00:00,4057.75,1462.5,485.25,1610.75,26538.25,111.0,0,9803.0,4266.25,5321.25,572.5,1851.75,2096.0,34265.5,21242.25,56080.25,61.10083318102184,61635.46,62583.21,947.75,33001.21,90.98699028124395,9,April,2025-04-04
2025-04-04 10:00:00,3786.0,1373.5,452.25,809.0,36868.75,110.5,0,7352.0,1843.5,2857.5,140.25,1831.75,1261.25,43400.0,13884.75,57425.0,75.57683935568133,60311.81,63334.56,3022.75,22181.81,95.21352451534783,10,April,2025-04-04
2025-04-04 11:00:00,3578.75,1350.0,851.25,1044.0,44362.0,110.5,0,5972.5,1522.0,2217.75,85.75,1773.25,1895.25,51296.5,11485.5,62867.75,81.59429914383766,59498.59,63623.09,4124.5,13241.34,105.66258797057209,11,April,2025-04-04
2025-04-04 12:00:00,3442.5,1355.5,973.0,1469.5,47802.75,112.75,0,5391.25,1404.75,2224.5,29.0,1778.5,2442.5,55156.0,10799.0,65984.0,83.58996120271581,57594.11,62567.36,4973.25,7348.86,114.56727085460649,12,April,2025-04-04
2025-04-04 13:00:00,3360.0,1351.75,963.75,1380.5,47543.0,110.75,0,5414.0,1396.5,2214.75,32.5,1779.75,2344.25,54709.75,10805.0,65547.25,83.46612558116473,56107.93,61039.93,4932.0,6220.68,116.82350427114314,13,April,2025-04-04
2025-04-04 14:00:00,3400.75,1335.75,801.0,1593.0,44901.75,108.0,0,5417.0,1414.25,2134.75,27.5,1744.5,2394.0,52140.25,10710.5,62878.25,82.92255271099307,53719.31,59724.31,6005.0,6423.56,117.04962331050046,14,April,2025-04-04
2025-04-04 15:00:00,3479.5,1377.0,883.5,2057.25,40646.0,106.5,0,5386.5,1413.5,2023.0,50.5,1743.5,2940.75,48549.75,10566.5,59166.75,82.05579992140855,52745.42,58661.67,5916.25,9158.67,112.17419446086505,15,April,2025-04-04
2025-04-04 16:00:00,3644.0,1360.25,1230.25,2663.5,32964.0,106.25,0,5786.0,1567.75,2092.5,48.75,1744.25,3893.75,41968.25,11190.5,53207.5,78.87656815298595,52837.14,57610.39,4773.25,15979.39,100.70094634191025,16,April,2025-04-04
2025-04-04 17:00:00,3886.5,1415.5,1645.75,3922.25,21659.0,107.5,0,8207.5,2777.0,3371.25,192.5,1667.25,5568.0,32636.5,16023.0,48852.0,66.8068861049701,53593.96,55523.21,1929.25,26366.96,91.15206265780697,17,April,2025-04-04
2025-04-04 18:00:00,4224.0,1380.5,2497.0,5278.0,9044.0,108.0,0,10164.0,4322.25,6082.0,2636.5,1653.25,7775.0,22531.5,22221.5,47389.5,47.545342322666414,56222.74,56484.49,261.75,39403.74,84.28884824894696,18,April,2025-04-04
2025-04-04 19:00:00,4514.25,1449.0,2844.0,6205.25,1422.75,109.75,0,10432.25,4895.0,7562.0,5782.0,1674.75,9049.25,16545.0,24564.0,46891.0,35.28395640954554,56916.95,56919.95,3.0,46444.95,82.38494859615633,19,April,2025-04-04
2025-04-04 20:00:00,4498.0,1379.5,2301.5,8457.0,59.25,112.5,0,10349.25,4917.5,7853.5,5484.0,1670.25,10758.5,16807.75,24790.5,47082.25,35.698697492154686,56326.87,56329.87,3.0,45509.12,83.58754889096447,20,April,2025-04-04
2025-04-04 21:00:00,4357.0,1274.75,2213.25,10441.25,21.0,114.25,0,10364.5,4715.0,6907.75,4082.25,1575.75,12654.5,18421.5,23563.0,46066.75,39.988712031997046,52495.38,52521.13,25.75,39819.88,87.75391282051869,21,April,2025-04-04
2025-04-04 22:00:00,4150.75,1242.75,3128.25,10608.25,12.25,115.5,0,10279.25,4494.5,6150.0,3175.75,1692.75,13736.5,19257.75,22616.5,45050.0,42.74750277469479,49053.41,49136.91,83.5,35304.66,91.8386713584234,22,April,2025-04-04
2025-04-04 23:00:00,3997.5,1245.5,3220.5,11076.5,8.5,116.75,0,9687.75,4117.0,5027.5,1433.0,1778.0,14297.0,19665.25,20610.25,41708.5,47.14926214081063,45674.71,45749.21,74.5,31369.21,91.31639806798992,23,April,2025-04-04
2025-04-05 00:00:00,3921.75,1280.5,2803.0,10615.25,9.75,117.25,0,8869.0,3129.75,3978.25,536.0,1770.0,13418.25,18747.5,17747.0,37030.5,50.627185698275746,43139.75,43223.25,83.5,29711.75,85.83846684322464,0,April,2025-04-05
2025-04-05 01:00:00,3882.25,1248.0,2425.0,9858.25,7.5,118.5,0,7719.5,2569.0,4162.25,1420.5,1749.0,12283.25,17539.5,16199.75,35159.75,49.88516698781988,40693.4,40713.4,20.0,28402.65,86.40160320838268,1,April,2025-04-05
2025-04-05 02:00:00,3808.0,1222.0,2168.25,9824.25,5.5,120.0,0,7724.5,2324.25,4082.0,630.25,1771.25,11992.5,17148.0,15902.0,33680.25,50.91411138575278,40013.45,40176.45,163.0,28015.45,84.17232205670844,2,April,2025-04-05
2025-04-05 03:00:00,3792.75,1207.0,2477.5,10238.25,5.75,119.5,0,7725.0,2234.25,4162.0,382.0,1765.5,12715.75,17840.75,15886.75,34109.5,52.30434336475176,39906.96,39975.46,68.5,27185.46,85.47255917263556,3,April,2025-04-05
2025-04-05 04:00:00,3810.0,1217.0,2897.5,11110.5,5.5,120.0,0,7642.75,2250.75,4332.0,255.75,1764.0,14008.0,19160.5,15989.5,35405.75,54.116916037649254,40591.4,40743.65,152.25,26577.9,87.2247569682248,4,April,2025-04-05
2025-04-05 05:00:00,3918.75,1253.75,3389.25,11329.5,13.5,118.75,0,7582.5,2179.25,4242.0,188.25,1744.25,14718.75,20023.5,15748.0,35959.75,55.68309012159428,42485.28,42622.28,137.0,27753.03,84.64049195391911,5,April,2025-04-05
2025-04-05 06:00:00,4076.75,1256.0,3932.0,11462.75,70.75,118.75,0,7597.5,1937.5,4358.5,641.5,1715.5,15394.75,20917.0,15609.0,37167.5,56.277661935831034,44033.37,44089.62,56.25,28567.87,84.40757543653824,6,April,2025-04-05
