Date,Solar,Wind_Offshore,Wind_Onshore,Biomass,Hydro,Other_Renewable,Lignite,Hard_Coal,Gas,Pumped_Storage,Other_Conventional,Grid_Load,Residual_Load,Total_Wind,Total_Renewable,Total_Fossil,Total_Generation,Renewable_Share_Pct
2025-01-01 00:00:00,9.5,2395.5,33520.0,3763.0,1380.0,131.0,3739.25,2719.0,4327.5,144.25,1871.0,29.36,42726.25,35915.5,41199.0,12656.75,54000.0,76.29444444444444
2025-01-01 01:00:00,9.0,2614.0,33767.0,3737.0,1343.75,131.0,3265.0,2717.0,4217.75,1.0,1837.25,25.86,43215.0,36381.0,41601.75,12037.0,53639.75,77.55768809511603
2025-01-01 02:00:00,9.25,1684.25,32876.25,3739.5,1316.25,127.75,3226.5,2639.0,4279.5,97.0,1789.0,22.1,42684.5,34560.5,39753.25,11934.0,51784.25,76.76706720672792
2025-01-01 03:00:00,9.0,1327.75,33113.75,3714.5,1321.5,127.5,3237.5,2583.25,4335.0,3.25,1770.25,20.38,42895.25,34441.5,39614.0,11926.0,51543.25,76.85584436371397
2025-01-01 04:00:00,9.25,1163.25,33570.75,3715.75,1298.25,129.75,3223.75,2403.25,4464.0,0.0,1766.0,21.71,43265.75,34734.0,39887.0,11857.0,51744.0,77.08526592455163
2025-01-01 05:00:00,10.5,1037.0,35440.25,3751.5,1350.5,129.5,3237.0,2268.25,4477.75,16.75,1763.0,21.88,44463.75,36477.25,41719.25,11746.0,53482.0,78.0061516024083
2025-01-01 06:00:00,12.5,1310.0,36089.75,3783.0,1454.0,129.25,3251.25,1987.75,4427.0,95.0,1761.0,20.22,44401.5,37399.75,42778.5,11427.0,54300.5,78.78104253183672
2025-01-01 07:00:00,723.5,2419.0,35661.5,3886.75,1411.25,128.75,3241.25,1860.0,4080.75,56.75,1748.5,21.24,45185.25,38080.5,44230.75,10930.5,55218.0,80.10205005614111
2025-01-01 08:00:00,4051.75,2093.75,34597.25,3895.25,1446.5,128.25,3238.5,1828.25,4009.75,40.5,1757.75,20.66,49270.0,36691.0,46212.75,10834.25,57087.5,80.95073352310051
2025-01-01 09:00:00,7913.0,2116.25,36147.0,3822.0,1431.5,126.75,3273.25,1844.25,3988.0,26.5,1791.5,19.99,53784.75,38263.25,51556.5,10897.0,62480.0,82.51680537772087
2025-01-01 10:00:00,11146.75,1851.0,35918.25,3830.0,1437.25,124.75,3265.5,1849.75,3969.5,54.25,1829.0,21.98,57238.75,37769.25,54308.0,10913.75,65276.0,83.19749984680433
2025-01-01 11:00:00,12110.5,2145.0,36641.25,3772.5,1487.5,119.25,3283.5,1848.75,3646.25,53.75,1826.25,25.67,58695.5,38786.25,56276.0,10604.75,66934.5,84.076223771
2025-01-01 12:00:00,10659.25,2689.75,37617.0,3755.25,1489.25,115.25,3242.0,1849.5,3623.0,140.25,1814.75,30.38,57990.75,40306.75,56325.75,10529.25,66995.25,84.07424406954225
2025-01-01 13:00:00,7043.0,3463.5,38592.0,3762.0,1438.5,124.5,3291.5,1836.0,3614.0,88.0,1772.75,30.17,55186.25,42055.5,54423.5,10514.25,65025.75,83.69530532135346
2025-01-01 14:00:00,2772.75,4613.0,41261.75,3806.25,1425.75,125.75,3348.5,1833.75,3590.5,97.0,1796.5,38.76,51914.75,45874.75,54005.25,10569.25,64671.5,83.50703169093032
2025-01-01 15:00:00,192.75,4720.5,41900.0,3971.0,1461.0,128.0,3395.75,1934.25,3642.5,432.25,1860.25,46.95,49271.5,46620.5,52373.25,10832.75,63638.25,82.29838186939459
2025-01-01 16:00:00,19.25,4809.75,43761.75,4099.25,1434.0,128.0,3337.25,2326.5,3691.25,393.25,1849.75,56.85,50033.5,48571.5,54252.0,11204.75,65850.0,82.3872437357631
2025-01-01 17:00:00,14.5,3803.25,44199.75,4131.5,1359.75,128.0,3289.25,2667.75,3698.5,516.0,1810.5,59.59,50155.0,48003.0,53636.75,11466.0,65618.75,81.73997523573674
2025-01-01 18:00:00,12.25,3496.75,43338.5,4113.5,1428.5,128.0,3308.75,2778.25,3732.0,448.75,1801.75,58.46,49576.25,46835.25,52517.5,11620.75,64587.0,81.3128028860297
2025-01-01 19:00:00,12.5,3979.25,42674.5,4036.25,1350.0,127.0,3209.5,2897.75,3586.0,404.25,1787.25,53.54,48564.25,46653.75,52179.5,11480.5,64064.25,81.44870188911912
2025-01-01 20:00:00,11.25,3979.5,41421.25,3975.5,1355.5,127.75,3195.25,3005.0,3563.5,556.25,1798.5,43.57,47010.0,45400.75,50870.75,11562.25,62989.25,80.76100286953725
2025-01-01 21:00:00,10.0,3853.5,39663.25,3930.0,1351.5,128.25,3192.0,3089.75,3531.0,560.75,1770.0,43.35,44461.0,43516.75,48936.5,11582.75,61080.0,80.11869679109364
2025-01-01 22:00:00,9.75,4115.0,39612.25,3832.75,1347.75,128.75,3186.25,3115.0,3526.75,487.5,1791.25,37.92,42779.0,43727.25,49046.25,11619.25,61153.0,80.20252481480877
2025-01-01 23:00:00,8.5,4033.0,37737.5,3726.5,1400.25,129.25,3441.0,3228.25,3563.5,693.0,1794.25,44.78,44774.75,41770.5,47035.0,12027.0,59755.0,78.71307840348088
2025-01-02 00:00:00,6.5,4753.75,36230.75,3723.5,1349.5,129.75,3844.0,2909.75,3346.5,451.0,1756.75,48.3,43066.0,40984.5,46193.75,11857.0,58501.75,78.9613131231117
2025-01-02 01:00:00,6.0,5264.75,34086.0,3727.25,1349.5,129.0,3941.25,2460.5,3390.75,411.25,1772.0,47.65,41369.0,39350.75,44562.5,11564.5,56538.25,78.81832210936844
2025-01-02 02:00:00,6.5,5593.75,32543.75,3731.75,1357.75,127.75,3999.5,2299.75,3488.75,423.25,1764.0,44.8,39124.0,38137.5,43361.25,11552.0,55336.5,78.3592204060611
2025-01-02 03:00:00,6.0,4933.75,30886.25,3762.75,1409.0,126.25,4464.75,2505.75,4083.5,148.0,1769.5,43.46,36766.5,35820.0,41124.0,12823.5,54095.5,76.02111081328391
2025-01-02 04:00:00,6.0,4567.5,29820.0,3818.0,1383.25,124.75,4668.75,2840.25,5120.25,178.75,1788.5,54.2,34316.5,34387.5,39719.5,14417.75,54316.0,73.1267029972752
2025-01-02 05:00:00,6.25,5589.25,28246.0,3901.0,1387.25,125.0,6380.25,3102.25,6210.0,203.5,1790.25,80.4,32047.25,33835.25,39254.75,17482.75,56941.0,68.93934072109728
2025-01-02 06:00:00,8.25,5867.0,25102.25,4078.25,1400.75,124.0,7933.75,3788.0,7606.0,305.0,1857.25,112.16,29465.5,30969.25,36580.5,21185.0,58070.5,62.99325819478048
2025-01-02 07:00:00,191.5,5753.25,22035.5,4267.75,1410.25,121.0,8889.0,4685.75,8599.75,1036.5,1869.75,130.08,27445.0,27788.75,33779.25,24044.25,58860.0,57.38914373088685
2025-01-02 08:00:00,1609.0,5976.25,18455.5,4317.5,1374.75,120.0,9359.5,4939.5,9233.5,934.5,1802.0,132.54,26886.5,24431.75,31853.0,25334.5,58122.0,54.80368879253983
2025-01-02 09:00:00,4077.75,5100.75,15182.0,4267.5,1407.0,122.0,9508.5,5127.25,10122.25,1126.75,1780.5,127.09,27068.5,20282.75,30157.0,26538.5,57822.25,52.15466364591486
2025-01-02 10:00:00,6173.0,5169.5,12916.0,4177.25,1357.75,124.75,9501.75,5194.25,10174.75,475.75,1779.75,117.9,27108.5,18085.5,29918.25,26650.5,57044.5,52.4472122641096
2025-01-02 11:00:00,6704.75,5390.25,11792.5,4061.0,1378.5,124.0,9447.75,5216.0,10159.0,220.5,1756.75,112.0,26717.5,17182.75,29451.0,26579.5,56251.0,52.356402552843505
2025-01-02 12:00:00,5859.25,5468.25,11863.75,4032.25,1434.5,125.75,9597.5,4907.75,10060.0,178.5,1760.5,112.36,25695.5,17332.0,28783.75,26325.75,55288.0,52.061478078425694
2025-01-02 13:00:00,3569.25,5120.5,11327.5,4111.5,1541.25,126.5,9493.75,4872.0,10082.75,866.25,1707.75,118.81,23254.0,16448.0,25796.5,26156.25,52819.0,48.839432779870876
2025-01-02 14:00:00,1084.25,5181.25,11582.0,4250.25,1579.5,125.25,9579.25,4878.5,10234.0,3801.5,1678.0,128.87,20397.0,16763.25,23802.5,26369.75,53973.75,44.100141272377776
2025-01-02 15:00:00,53.0,5315.5,12834.5,4395.25,1648.5,126.25,9626.5,4771.75,10444.75,3187.25,1707.25,136.91,19727.5,18150.0,24373.0,26550.25,54110.5,45.043013832805094
2025-01-02 16:00:00,22.5,6058.75,14678.0,4500.25,1723.0,127.0,9548.25,4774.25,10464.75,5922.25,1674.5,150.4,21070.25,20736.75,27109.5,26461.75,59493.5,45.5671627992974
2025-01-02 17:00:00,25.75,5556.5,15957.75,4522.25,1769.5,128.0,9594.5,4858.75,10894.0,5837.25,1704.75,148.94,22526.0,21514.25,27959.75,27052.0,60849.0,45.94939933277457
2025-01-02 18:00:00,17.5,5842.75,17922.5,4450.25,1671.5,127.0,9644.5,4791.75,11081.0,4846.5,1747.25,128.56,23509.5,23765.25,30031.5,27264.5,62142.5,48.326829464537155
2025-01-02 19:00:00,8.0,5894.5,18922.0,4328.25,1447.0,126.75,9671.75,4632.25,10892.25,2550.25,1782.25,120.29,24233.5,24816.5,30726.5,26978.5,60255.25,50.993896797374504
2025-01-02 20:00:00,6.0,5907.0,18811.75,4152.75,1180.25,127.75,9645.75,4489.25,9812.75,573.25,1783.0,104.48,24584.0,24718.75,30185.5,25730.75,56489.5,53.43559422547553
2025-01-02 21:00:00,7.75,6626.75,18384.25,4042.0,1345.0,128.5,9222.5,4777.75,9462.0,436.25,1803.5,97.5,24705.5,25011.0,30534.25,25265.75,56236.25,54.29638356042589
2025-01-02 22:00:00,7.5,6322.5,18797.5,3924.5,1446.25,129.75,8532.5,4502.75,8611.75,118.25,1767.75,83.65,25014.5,25120.0,30628.0,23414.75,54161.0,56.549915991211385
2025-01-02 23:00:00,6.75,5972.5,19065.5,3824.5,1392.25,129.75,8126.0,3851.0,8475.5,85.25,1784.5,81.82,24408.25,25038.0,30391.25,22237.0,52713.5,57.653637113832325
2025-01-03 00:00:00,7.5,5959.5,19264.5,3806.0,1354.25,128.75,8088.0,3556.0,8131.0,98.5,1751.0,75.46,24742.0,25224.0,30520.5,21526.0,52145.0,58.53006040847636
2025-01-03 01:00:00,6.5,6201.75,20140.0,3784.0,1361.75,129.25,8082.25,3820.25,8443.5,0.75,1723.0,71.52,25446.5,26341.75,31623.25,22069.0,53693.0,58.89641107779413
2025-01-03 02:00:00,8.25,5839.25,20813.75,3738.25,1370.75,130.0,7966.0,3871.0,8616.0,28.5,1706.5,69.52,26523.75,26653.0,31900.25,22159.5,54088.25,58.97815144694087
2025-01-03 03:00:00,8.75,5211.75,23143.5,3751.25,1366.0,128.25,7770.5,3954.5,8815.75,0.0,1734.5,63.65,28068.25,28355.25,33609.5,22275.25,55884.75,60.140736068426534
2025-01-03 04:00:00,9.25,4292.75,25405.75,3803.25,1396.25,128.5,7781.5,3973.0,9183.25,10.0,1727.5,68.95,29921.5,29698.5,35035.75,22665.25,57711.0,60.7089636291175
2025-01-03 05:00:00,14.25,2881.75,29083.25,3933.0,1419.75,127.25,7864.0,3930.75,9825.5,44.25,1718.0,80.0,32683.75,31965.0,37459.25,23338.25,60841.75,61.568330956949794
2025-01-03 06:00:00,18.75,1656.5,31334.5,4093.0,1509.25,126.25,7761.75,3977.0,9331.25,21.5,1711.0,90.22,34465.0,32991.0,38738.25,22781.0,61540.75,62.94731539670868
2025-01-03 07:00:00,175.25,1603.75,33359.0,4199.75,1503.0,128.0,7507.0,4429.5,9679.75,358.5,1710.75,106.82,36580.5,34962.75,40968.75,23327.0,64654.25,63.36590402023069
2025-01-03 08:00:00,1603.25,1980.5,33738.75,4184.0,1498.25,128.5,7417.5,4577.5,9771.0,251.5,1706.5,112.21,40029.5,35719.25,43133.25,23472.5,66857.25,64.5154414816643
2025-01-03 09:00:00,4113.0,1435.25,34718.25,4055.75,1565.0,125.5,7517.25,4820.5,9636.25,152.75,1717.75,105.55,43887.5,36153.5,46012.75,23691.75,69857.25,65.86682126765653
2025-01-03 10:00:00,6249.25,1114.25,36049.75,3996.5,1518.0,125.25,7502.25,4816.25,9698.25,49.5,1717.75,91.9,46620.0,37164.0,49053.0,23734.5,72837.0,67.34626632068867
2025-01-03 11:00:00,6560.0,920.75,35860.25,3894.75,1453.75,127.0,7125.75,4839.5,9502.0,24.25,1711.75,86.8,47304.75,36781.0,48816.5,23179.0,72019.75,67.78210143745292
2025-01-03 12:00:00,5877.0,1404.5,34970.0,3879.0,1456.5,129.25,6909.5,4744.0,9352.25,59.75,1715.25,86.78,45676.5,36374.5,47716.25,22721.0,70497.0,67.68550434770275
2025-01-03 13:00:00,3943.5,3350.25,33328.75,3936.0,1446.75,132.25,6863.75,4581.0,8661.0,62.75,1751.25,89.92,41395.25,36679.0,46137.5,21857.0,68057.25,67.79218966384919
2025-01-03 14:00:00,1574.5,4003.75,32051.75,4061.25,1503.25,129.75,7222.5,4793.0,9001.0,176.75,1745.0,105.24,36460.0,36055.5,43324.25,22761.5,66262.5,65.3827579701943
2025-01-03 15:00:00,115.25,4767.5,30777.5,4293.5,1523.25,130.25,8126.0,5059.0,9230.25,459.75,1713.5,113.71,33223.25,35545.0,41607.25,24128.75,66195.75,62.85486606013227
2025-01-03 16:00:00,10.75,5221.5,29469.75,4428.5,1640.0,130.75,8445.75,5203.25,9779.25,1882.5,1722.75,124.91,31695.75,34691.25,40901.25,25151.0,67934.75,60.20666889920108
2025-01-03 17:00:00,13.25,5097.0,27871.75,4496.25,1736.0,132.75,8522.0,5072.0,9829.25,2996.75,1733.0,125.24,30424.5,32968.75,39347.0,25156.25,67500.0,58.29185185185185
2025-01-03 18:00:00,9.0,5996.0,27043.25,4445.75,1547.0,134.0,9145.0,5053.5,9244.25,2150.25,1764.0,120.52,29562.75,33039.25,39175.0,25206.75,66532.0,58.88144050982985
2025-01-03 19:00:00,7.25,6374.0,26291.0,4207.0,1465.0,134.0,9566.5,5022.25,8689.75,913.75,1804.75,109.83,28988.0,32665.0,38478.25,25083.25,64475.25,59.67910167079615
2025-01-03 20:00:00,7.25,5915.0,26423.25,4014.75,1401.25,134.25,10226.5,5175.0,8098.75,143.75,1776.75,107.77,28108.0,32338.25,37895.75,25277.0,63316.5,59.85130258305497
2025-01-03 21:00:00,8.5,5334.75,24820.25,3919.0,1436.25,135.0,10330.75,5022.75,7690.0,286.75,1714.75,99.89,26861.5,30155.0,35653.75,24758.25,60698.75,58.73885376552236
2025-01-03 22:00:00,8.5,4315.25,23694.75,3878.5,1441.5,133.75,10840.25,4767.75,6765.5,858.75,1674.25,103.68,25699.5,28010.0,33472.25,24047.75,58378.75,57.33635954863713
2025-01-03 23:00:00,8.25,3566.0,22633.0,3865.75,1391.25,133.25,9860.0,4620.25,6131.5,293.75,1732.75,91.19,24633.0,26199.0,31597.5,22344.5,54235.75,58.25954282922242
2025-01-04 00:00:00,7.25,3423.0,20824.0,3782.25,1422.75,133.75,10373.0,4130.5,6111.25,194.25,1726.25,89.91,22209.5,24247.0,29593.0,22341.0,52128.25,56.76960189532547
2025-01-04 01:00:00,7.25,2837.5,18148.75,3761.5,1450.5,133.75,11070.25,3707.0,6056.25,338.0,1756.25,85.71,19686.5,20986.25,26339.25,22589.75,49267.0,53.462256682972374
2025-01-04 02:00:00,7.0,2052.0,15726.5,3764.0,1438.75,132.25,11256.0,3803.25,6111.0,316.75,1737.25,84.98,17267.0,17778.5,23120.5,22907.5,46344.75,49.88806714892194
2025-01-04 03:00:00,6.75,1518.25,13777.5,3845.5,1405.5,131.0,11421.0,4147.5,6316.5,314.75,1748.75,87.03,14900.75,15295.75,20684.5,23633.75,44633.0,46.34351264759259
2025-01-04 04:00:00,6.5,1173.0,11251.75,3927.25,1396.5,131.75,11630.5,4592.75,6594.25,256.0,1770.75,91.66,12527.75,12424.75,17886.75,24588.25,42731.0,41.85895485712948
2025-01-04 05:00:00,8.25,1245.75,9974.5,4041.5,1455.25,130.5,11870.25,5155.25,7234.25,264.25,1774.0,101.46,10662.25,11220.25,16855.75,26033.75,43153.75,39.05975726327376
2025-01-04 06:00:00,8.25,1109.0,9179.25,4198.75,1467.5,130.25,11913.0,5321.25,7698.75,368.75,1749.5,115.03,9588.0,10288.25,16093.0,26682.5,43144.25,37.30045139271166
2025-01-04 07:00:00,295.0,1636.75,8432.0,4320.25,1563.75,136.0,11933.25,5374.0,8490.0,1406.25,1765.25,125.21,9860.75,10068.75,16383.75,27562.5,45352.5,36.125351413924264
2025-01-04 08:00:00,1954.0,2569.5,7564.0,4333.5,1561.25,136.75,11967.75,5375.25,8836.25,1593.0,1787.5,128.12,12503.5,10133.5,18119.0,27966.75,47678.75,38.002254673203474
2025-01-04 09:00:00,4070.0,2444.0,7336.5,4337.0,1584.5,136.75,12179.5,5355.5,8848.75,1321.0,1774.75,127.57,15582.75,9780.5,19908.75,28158.5,49388.25,40.31070143202077
2025-01-04 10:00:00,5438.25,3158.0,7405.0,4231.25,1508.25,136.0,12190.5,5226.5,8842.75,765.75,1789.25,125.39,17488.0,10563.0,21876.75,28049.0,50691.5,43.156643618752646
2025-01-04 11:00:00,5847.25,2453.75,7203.25,4158.5,1547.75,136.0,12292.25,5208.25,8896.0,226.0,1774.5,126.48,18006.0,9657.0,21346.5,28171.0,49743.5,42.91314443093067
2025-01-04 12:00:00,5117.0,2827.0,7335.0,4131.0,1495.25,137.0,12291.0,5202.5,9272.5,1050.75,1778.5,120.74,16879.0,10162.0,21042.25,28544.5,50637.5,41.55467785731918
2025-01-04 13:00:00,3417.5,2545.75,7530.25,4168.25,1534.25,136.5,12290.75,5141.25,9730.75,1420.5,1795.75,132.89,14565.75,10076.0,19332.5,28958.5,49711.5,38.88939179063195
2025-01-04 14:00:00,1193.25,2781.5,7402.5,4332.5,1563.75,135.25,12314.25,5184.25,10105.5,3526.75,1760.0,140.11,11971.75,10184.0,17408.75,29364.0,50299.5,34.61018499189853
2025-01-04 15:00:00,74.0,2774.75,8303.25,4534.75,1684.5,134.25,12316.25,5237.75,10211.0,4868.75,1764.5,138.33,10633.5,11078.0,17505.5,29529.5,51903.75,33.72685017941864
2025-01-04 16:00:00,14.75,2643.25,8971.5,4597.75,1781.75,135.25,12306.5,5383.25,10390.5,6096.5,1781.75,147.45,10679.25,11614.75,18144.25,29862.0,54102.75,33.53665017027785
2025-01-04 17:00:00,11.75,2475.75,9753.5,4594.0,1772.75,136.0,12323.25,5425.75,10297.0,4663.75,1770.25,143.15,10743.75,12229.25,18743.75,29816.25,53223.75,35.21689095563541
2025-01-04 18:00:00,7.5,2208.5,10619.0,4483.5,1645.75,136.75,12314.25,5337.5,10043.0,2885.25,1763.0,137.15,10775.25,12827.5,19101.0,29457.75,51444.0,37.12969442500583
2025-01-04 19:00:00,7.5,1916.0,10604.5,4335.25,1604.5,137.0,12231.75,5336.0,9400.75,1377.75,1767.25,128.29,10710.0,12520.5,18604.75,28735.75,48718.25,38.1884612029373
2025-01-04 20:00:00,6.75,2223.25,10372.0,4195.25,1555.25,137.25,11954.25,5264.25,8626.0,629.75,1767.0,119.79,10546.5,12595.25,18489.75,27611.5,46731.0,39.56634782050459
2025-01-04 21:00:00,6.0,2490.75,9869.75,4053.0,1429.5,137.0,11476.0,5034.0,7717.5,181.0,1764.0,110.54,10367.5,12360.5,17986.0,25991.5,44158.5,40.73055017720258
2025-01-04 22:00:00,6.25,2316.5,9450.5,3997.5,1425.5,137.75,11303.0,4543.25,7124.0,245.25,1773.25,101.31,10125.25,11767.0,17334.0,24743.5,42322.75,40.9566958668801
2025-01-04 23:00:00,8.75,2087.75,8492.75,3950.75,1421.25,137.25,11046.75,3930.5,6682.0,506.0,1805.0,100.79,10830.5,10580.5,16098.5,23464.25,40068.75,40.17719544532834
2025-01-05 00:00:00,6.25,1852.5,8517.0,3942.0,1435.25,138.0,11016.75,2948.75,6392.0,443.0,1791.0,88.15,10252.5,10369.5,15891.0,22148.5,38482.5,41.29409471837848
2025-01-05 01:00:00,6.75,1599.25,8365.5,3925.75,1477.5,138.0,11020.5,2452.0,6190.75,427.25,1787.0,84.28,9979.75,9964.75,15512.75,21450.25,37390.25,41.48875709576694
2025-01-05 02:00:00,6.0,1119.5,7941.5,3920.25,1424.0,137.0,10947.75,1918.0,5816.0,100.25,1779.5,81.4,10364.0,9061.0,14548.25,20461.25,35109.75,41.436495560350046
2025-01-05 03:00:00,6.25,1046.75,8349.25,3927.25,1442.0,137.0,10997.25,1697.5,5548.75,386.25,1731.25,81.33,11137.25,9396.0,14908.5,19974.75,35269.5,42.27023348785778
2025-01-05 04:00:00,6.0,1405.75,9676.25,3914.0,1422.25,137.0,11071.75,1755.75,5286.0,169.25,1718.0,77.66,12552.0,11082.0,16561.25,19831.5,36562.0,45.296345932935836
2025-01-05 05:00:00,6.0,2219.25,11022.0,3958.25,1462.5,136.0,10626.5,1771.5,5272.5,136.5,1713.75,80.46,14723.75,13241.25,18804.0,19384.25,38324.75,49.064899314411704
2025-01-05 06:00:00,7.0,3593.5,12790.5,4032.25,1555.0,136.0,10390.25,1857.0,5410.5,132.25,1698.0,82.61,17446.25,16384.0,22114.25,19355.75,41602.25,53.15637976311377
2025-01-05 07:00:00,45.5,4837.5,15638.25,4114.75,1447.75,135.0,10137.0,2032.0,5842.75,108.75,1712.5,87.97,21186.75,20475.75,26218.75,19724.25,46051.75,56.93323272188353
2025-01-05 08:00:00,349.25,5491.75,18043.5,4180.25,1504.25,133.5,10075.0,1973.0,6177.75,423.0,1650.75,90.26,25261.25,23535.25,29702.5,19876.5,50002.0,59.402623895044194
2025-01-05 09:00:00,934.25,6029.75,20623.25,4140.25,1499.0,133.5,10139.75,1870.5,6402.25,495.0,1640.75,88.61,28734.0,26653.0,33360.0,20053.25,53908.25,61.88292144523334
2025-01-05 10:00:00,1564.25,6160.75,22405.75,4132.25,1529.25,132.0,9308.25,1853.5,6453.5,574.0,1598.75,90.37,31194.75,28566.5,35924.25,19214.0,55712.25,64.48177914193019
2025-01-05 11:00:00,2029.75,6147.5,23375.75,4045.0,1646.0,131.5,8888.25,1806.75,6496.5,957.75,1620.5,88.03,33091.0,29523.25,37375.5,18812.0,57145.25,65.40438619132823
2025-01-05 12:00:00,2018.0,6305.25,24316.25,3994.0,1570.5,131.0,7569.25,1706.25,6652.25,1018.5,1610.75,84.05,35295.25,30621.5,38335.0,17538.5,56892.0,67.38205723124516
2025-01-05 13:00:00,1394.0,5841.5,26216.0,4037.0,1642.0,129.0,7125.5,1727.25,6399.5,408.75,1680.25,82.89,37234.0,32057.5,39259.5,16932.5,56600.75,69.362155095118
2025-01-05 14:00:00,576.0,5151.25,28309.0,4075.75,1652.0,129.25,6356.25,1718.75,6321.5,118.5,1699.0,76.2,38513.5,33460.25,39893.25,16095.5,56107.25,71.1017738349322
2025-01-05 15:00:00,69.25,5575.0,30474.5,4208.25,1602.0,130.0,6187.5,1758.0,6308.5,258.5,1745.5,76.38,39214.0,36049.5,42059.0,15999.5,58317.0,72.12133683145566
2025-01-05 16:00:00,14.25,6155.5,31381.75,4320.5,1645.75,130.75,5691.5,1757.5,6615.0,515.5,1750.75,86.18,39608.25,37537.25,43648.5,15814.75,59978.75,72.7732738678282
2025-01-05 17:00:00,11.5,6088.5,31585.5,4313.25,1612.5,130.0,5497.5,1678.25,6510.0,876.5,1737.5,86.45,39774.0,37674.0,43741.25,15423.25,60041.0,72.8523009276994
2025-01-05 18:00:00,8.5,6376.5,30922.25,4233.0,1618.0,131.25,5243.75,1353.75,5838.0,317.25,1730.5,79.06,40029.5,37298.75,43289.5,14166.0,57772.75,74.93065502334578
2025-01-05 19:00:00,7.25,5949.25,30412.5,4104.5,1626.5,131.5,4550.5,1351.75,5384.0,210.0,1716.25,72.55,40274.5,36361.75,42231.5,13002.5,55444.0,76.16964865449823
2025-01-05 20:00:00,5.75,5460.25,29982.75,4013.25,1665.25,130.75,4309.5,1350.75,5548.75,663.0,1708.0,71.51,40228.0,35443.0,41258.0,12917.0,54838.0,75.23615011488384
2025-01-05 21:00:00,5.75,5575.75,28090.25,3919.0,1594.25,131.0,4526.25,1332.75,5691.5,504.25,1721.25,62.66,39942.5,33666.0,39316.0,13271.75,53092.0,74.05258796052135
2025-01-05 22:00:00,6.25,5400.75,28063.75,3831.0,1583.25,130.0,4433.5,1340.5,4912.5,312.0,1674.75,47.63,40374.5,33464.5,39015.0,12361.25,51688.25,75.48137149158659
2025-01-05 23:00:00,5.75,6408.0,28205.75,3740.0,1615.75,130.5,3598.5,1238.0,3730.5,144.0,1684.75,46.83,38417.0,34613.75,40105.75,10251.75,50501.5,79.41496787224142
2025-01-06 00:00:00,5.75,6574.25,28649.5,3720.25,1623.5,129.75,3441.25,1493.0,3710.75,326.75,1637.25,42.39,38775.25,35223.75,40703.0,10282.25,51312.0,79.32452447770501
2025-01-06 01:00:00,5.25,6318.5,30252.5,3683.0,1588.25,129.75,3376.5,1681.25,3851.25,166.0,1631.25,34.75,39493.0,36571.0,41977.25,10540.25,52683.5,79.67817248284568
2025-01-06 02:00:00,7.5,6545.5,31866.0,3636.0,1595.5,130.0,3303.25,1754.5,3846.5,3.5,1671.5,31.45,40347.0,38411.5,43780.5,10575.75,54359.75,80.53844986409982
2025-01-06 03:00:00,8.0,6611.25,33167.0,3597.75,1605.5,129.25,3270.0,1761.75,3838.25,28.5,1708.5,31.87,40853.5,39778.25,45118.75,10578.5,55725.75,80.96571154268896
2025-01-06 04:00:00,8.0,6583.5,34757.75,3578.75,1645.75,129.5,3216.75,1655.5,3919.75,32.75,1681.75,39.7,41031.25,41341.25,46703.25,10473.75,57209.75,81.63512338368896
2025-01-06 05:00:00,9.5,5973.0,36854.75,3667.0,1664.5,127.75,3294.0,1450.5,4206.0,73.0,1687.25,48.48,41833.25,42827.75,48296.5,10637.75,59007.25,81.8484169318177
2025-01-06 06:00:00,11.5,5459.75,38704.25,3824.75,1625.25,127.25,3451.5,1545.75,4684.75,168.5,1704.75,64.94,41856.5,44164.0,49752.75,11386.75,61308.0,81.15213348991975
2025-01-06 07:00:00,330.5,4725.0,39577.5,3926.5,1749.0,126.0,3486.0,1556.0,5425.0,2423.0,1665.25,75.56,42926.0,44302.5,50434.5,12132.25,64989.75,77.6037759800584
2025-01-06 08:00:00,2377.25,4914.25,40051.75,3990.75,1741.0,128.75,3497.5,1762.5,5483.5,2426.75,1659.75,68.68,45754.75,44966.0,53203.75,12403.25,68033.75,78.2019953331986
2025-01-06 09:00:00,4945.0,5657.0,40467.5,3908.25,1658.75,129.5,3350.5,1660.75,5033.0,992.0,1638.25,61.39,48824.5,46124.5,56766.0,11682.5,69440.5,81.74768326840965
2025-01-06 10:00:00,6915.5,6488.0,40685.5,3804.75,1669.0,127.25,3145.75,1622.0,4682.5,184.0,1630.5,53.51,51382.5,47173.5,59690.0,11080.75,70954.75,84.12403679810019
2025-01-06 11:00:00,8461.5,6411.75,40883.75,3691.25,1659.25,128.75,3129.0,1586.0,4489.25,111.5,1631.75,52.57,52857.0,47295.5,61236.25,10836.0,72183.75,84.83384418238177
2025-01-06 12:00:00,8434.25,6290.0,40889.5,3683.0,1683.5,130.5,3121.75,1539.0,4378.0,155.25,1650.75,58.05,52902.25,47179.5,61110.75,10689.5,71955.5,84.92853221782907
2025-01-06 13:00:00,6051.75,5895.25,41072.25,3703.0,1678.5,131.25,3089.0,1703.0,4573.0,93.5,1687.0,62.19,51173.75,46967.5,58532.0,11052.0,69677.5,84.00416203221988
2025-01-06 14:00:00,2460.5,5676.0,41234.5,3817.75,1664.75,129.25,3093.0,2071.5,4576.0,658.5,1682.0,65.49,49253.75,46910.5,54982.75,11422.5,67063.75,81.98579709604668
