net_export_gw,ranked_hour
7.92099,492
7.92039,493
7.92024,494
7.91679,495
7.91626,496
7.91486,497
7.910939999999999,498
7.905600000000001,499
7.8966400000000005,500
7.89654,501
7.89646,502
7.88692,503
7.88641,504
7.88603,505
7.88528,506
7.87561,507
7.8644099999999995,508
7.858359999999999,509
7.85804,510
7.853140000000001,511
7.85215,512
7.84966,513
7.84312,514
7.842020000000001,515
7.839600000000001,516
7.8375699999999995,517
7.83633,518
7.83593,519
7.82287,520
7.81529,521
7.814,522
7.807,523
7.8057,524
7.8013900000000005,525
7.80108,526
7.800800000000001,527
7.79496,528
7.7925,529
7.7705,530
7.76504,531
7.762020000000001,532
7.75169,533
7.7492600000000005,534
7.74688,535
7.74599,536
7.74392,537
7.73896,538
7.73775,539
7.71432,540
7.70701,541
7.70343,542
7.6989399999999995,543
7.69477,544
7.68862,545
7.67888,546
7.67802,547
7.67738,548
7.6763699999999995,549
7.64879,550
7.63491,551
7.62883,552
7.6228,553
7.620340000000001,554
7.62003,555
7.6180699999999995,556
7.61611,557
7.61568,558
7.60308,559
7.59174,560
7.59082,561
7.58455,562
7.5804,563
7.57961,564
7.575189999999999,565
7.5716,566
7.56005,567
7.55887,568
7.55409,569
7.55285,570
7.54908,571
7.53349,572
7.53235,573
7.53207,574
7.51762,575
7.51225,576
7.50645,577
7.4938,578
7.488449999999999,579
7.4874600000000004,580
7.48621,581
7.4836599999999995,582
7.4817,583
7.47128,584
7.46582,585
7.45471,586
7.44575,587
7.44491,588
7.44382,589
7.43637,590
7.43396,591
7.42645,592
7.41196,593
7.4089,594
7.40623,595
7.40289,596
7.39265,597
7.39181,598
7.38488,599
7.3847,600
7.37592,601
7.3724099999999995,602
7.35733,603
7.3506800000000005,604
7.34747,605
7.3463,606
7.3451,607
7.34305,608
7.33384,609
7.33182,610
7.33016,611
7.3272200000000005,612
7.31939,613
7.3158900000000004,614
7.30984,615
7.30668,616
7.29732,617
7.29547,618
7.29071,619
7.28599,620
7.2848999999999995,621
7.28439,622
7.277189999999999,623
7.274439999999999,624
7.266520000000001,625
7.26175,626
7.24838,627
7.24638,628
7.2399700000000005,629
7.22872,630
7.21597,631
7.21101,632
7.21051,633
7.20458,634
7.1916400000000005,635
7.17449,636
7.17169,637
7.17104,638
7.16259,639
7.160159999999999,640
7.15687,641
7.1523900000000005,642
7.13468,643
7.13231,644
7.1319300000000005,645
7.1218,646
7.12126,647
7.12068,648
7.11769,649
7.11667,650
7.11182,651
7.10805,652
7.10248,653
7.1004700000000005,654
7.07625,655
7.0706999999999995,656
7.06919,657
7.06598,658
7.06342,659
7.06074,660
7.0363299999999995,661
7.03512,662
7.03427,663
7.03112,664
7.03057,665
7.01983,666
7.0105699999999995,667
7.01034,668
7.00967,669
7.00854,670
7.007,671
6.99358,672
6.98937,673
6.98496,674
6.98331,675
6.97658,676
6.9749,677
6.96425,678
6.96274,679
6.95808,680
6.93618,681
6.89462,682
6.8935900000000006,683
6.88437,684
6.88025,685
6.87895,686
6.866899999999999,687
6.864949999999999,688
6.86391,689
6.8635,690
6.8606300000000005,691
6.85405,692
6.84782,693
6.84088,694
6.83712,695
6.83591,696
6.83115,697
6.8283000000000005,698
6.82662,699
6.82585,700
6.80705,701
6.80628,702
6.802770000000001,703
6.79577,704
6.79444,705
6.7908,706
6.789560000000001,707
6.78729,708
6.776770000000001,709
6.769100000000001,710
6.755859999999999,711
6.7538,712
6.752470000000001,713
6.74495,714
6.74266,715
6.73334,716
6.73285,717
6.73167,718
6.7283,719
6.71819,720
6.71614,721
6.705970000000001,722
6.70196,723
6.694439999999999,724
6.68283,725
6.68104,726
6.6788,727
6.66952,728
6.66567,729
6.66484,730
6.66277,731
6.6595699999999995,732
6.647060000000001,733
6.6431000000000004,734
6.63727,735
6.63209,736
6.63073,737
6.62775,738
6.61504,739
6.60696,740
6.58899,741
6.571899999999999,742
6.55968,743
6.555140000000001,744
6.55382,745
6.55011,746
6.54464,747
6.54111,748
6.54017,749
6.53738,750
6.53209,751
6.51188,752
6.50533,753
6.503439999999999,754
6.49387,755
6.46656,756
6.461390000000001,757
6.45546,758
6.44822,759
6.44197,760
6.44037,761
6.43798,762
6.43478,763
6.429180000000001,764
6.42821,765
6.41398,766
6.4044,767
6.39753,768
6.390689999999999,769
6.3884799999999995,770
6.38784,771
6.38324,772
6.37596,773
6.37348,774
6.36601,775
6.35221,776
6.34983,777
6.34469,778
6.32886,779
6.32099,780
6.31992,781
6.31829,782
6.313140000000001,783
6.310020000000001,784
6.300890000000001,785
6.29829,786
6.29809,787
6.29515,788
6.28891,789
6.28822,790
6.274430000000001,791
6.27042,792
6.265560000000001,793
6.2628699999999995,794
6.256810000000001,795
6.25374,796
6.23896,797
6.2323699999999995,798
6.226319999999999,799
6.22572,800
6.22304,801
6.22244,802
6.2221400000000004,803
6.2155,804
6.2056000000000004,805
6.204890000000001,806
6.19973,807
6.198060000000001,808
6.19651,809
6.193890000000001,810
6.189640000000001,811
6.1867600000000005,812
6.18584,813
6.17902,814
6.17875,815
6.17196,816
6.16818,817
6.16775,818
6.15376,819
6.14809,820
6.14477,821
6.14307,822
6.12845,823
6.12689,824
6.11854,825
6.118,826
6.11643,827
6.10929,828
6.0937600000000005,829
6.0929899999999995,830
6.09296,831
6.07004,832
6.06956,833
6.0623000000000005,834
6.06052,835
6.05909,836
6.057060000000001,837
6.04924,838
6.02818,839
6.027340000000001,840
6.0240100000000005,841
6.023140000000001,842
6.0206,843
6.0198,844
6.01809,845
6.0180299999999995,846
6.01604,847
5.994020000000001,848
5.98391,849
5.97118,850
5.96554,851
5.96433,852
5.964300000000001,853
5.95755,854
5.95263,855
5.94847,856
5.94775,857
5.94263,858
5.93796,859
5.92878,860
5.9287399999999995,861
5.92147,862
5.917260000000001,863
5.91513,864
5.91078,865
5.90735,866
5.90597,867
5.89151,868
5.88361,869
5.87397,870
5.86325,871
5.85496,872
5.85461,873
5.8532399999999996,874
5.8504499999999995,875
5.84807,876
5.8378000000000005,877
5.83746,878
5.83572,879
5.82907,880
5.82686,881
5.82367,882
5.82325,883
5.8186800000000005,884
5.81009,885
5.79905,886
5.79631,887
5.79443,888
5.79329,889
5.7895,890
5.789479999999999,891
5.78445,892
5.78012,893
5.7794300000000005,894
5.77849,895
5.76723,896
5.75762,897
5.75241,898
5.745310000000001,899
5.743270000000001,900
5.74181,901
5.73741,902
5.72602,903
5.722090000000001,904
5.70814,905
5.70728,906
5.702859999999999,907
5.67887,908
5.67807,909
5.6777299999999995,910
5.66872,911
5.65999,912
5.65812,913
5.65112,914
5.6369,915
5.63532,916
5.63122,917
5.629149999999999,918
5.62561,919
5.61745,920
5.6102,921
5.60832,922
5.60679,923
5.60279,924
5.59658,925
5.594600000000001,926
5.59121,927
5.588010000000001,928
5.58696,929
5.58561,930
5.5774799999999995,931
5.5738,932
5.56928,933
5.56893,934
5.555020000000001,935
5.55444,936
5.55029,937
5.54905,938
5.54322,939
5.539020000000001,940
5.5385,941
5.53367,942
5.532229999999999,943
5.51861,944
5.51605,945
5.513319999999999,946
5.50504,947
5.5029200000000005,948
5.499890000000001,949
5.4974099999999995,950
5.493060000000001,951
5.492310000000001,952
5.49146,953
5.4829,954
5.47987,955
5.4763,956
5.46063,957
5.45867,958
5.45085,959
5.449140000000001,960
5.44618,961
5.42254,962
5.42201,963
5.41009,964
5.39747,965
5.39141,966
5.37946,967
5.3768,968
5.37345,969
5.36601,970
5.364319999999999,971
5.35708,972
5.35549,973
5.35453,974
5.35409,975
5.35148,976
5.34522,977
5.3442799999999995,978
5.32585,979
5.31733,980
5.316409999999999,981
5.30935,982
5.309060000000001,983
5.3078199999999995,984
5.30246,985
5.298649999999999,986
5.29539,987
5.2787299999999995,988
5.2743400000000005,989
5.27406,990
5.2682,991
5.2662700000000005,992
5.25859,993
5.25542,994
5.25423,995
5.238989999999999,996
5.238359999999999,997
5.23475,998
5.23358,999
5.23076,1000
5.2265299999999995,1001
5.22464,1002
5.217239999999999,1003
5.21488,1004
5.214840000000001,1005
5.210529999999999,1006
5.20994,1007
5.20341,1008
5.20185,1009
5.19958,1010
5.19834,1011
5.192159999999999,1012
5.19075,1013
5.1900699999999995,1014
5.177239999999999,1015
5.1771199999999995,1016
5.1761800000000004,1017
5.17426,1018
5.16281,1019
5.1586300000000005,1020
5.158510000000001,1021
5.15508,1022
5.1487,1023
5.13784,1024
5.13672,1025
5.1330100000000005,1026
5.13206,1027
5.1295399999999995,1028
5.1246599999999995,1029
5.12267,1030
5.119260000000001,1031
5.11112,1032
5.099069999999999,1033
5.09176,1034
5.0898699999999995,1035
5.08915,1036
5.088550000000001,1037
5.08009,1038
5.07726,1039
5.06996,1040
5.06801,1041
5.06469,1042
5.05984,1043
5.05527,1044
5.0376199999999995,1045
5.03338,1046
5.02963,1047
5.023479999999999,1048
5.02307,1049
5.021310000000001,1050
5.01251,1051
5.01125,1052
5.00788,1053
4.99621,1054
4.99558,1055
4.9896400000000005,1056
4.98564,1057
4.98122,1058
4.97899,1059
4.97879,1060
4.9780299999999995,1061
4.970680000000001,1062
4.9509,1063
4.94803,1064
4.94212,1065
4.94212,1066
4.93504,1067
4.93039,1068
4.9261800000000004,1069
4.9248400000000006,1070
4.924390000000001,1071
4.92028,1072
4.91815,1073
4.90491,1074
4.9045,1075
4.90041,1076
4.89649,1077
4.89579,1078
4.894340000000001,1079
4.88084,1080
4.8732299999999995,1081
4.87075,1082
4.86057,1083
4.856949999999999,1084
4.85371,1085
4.84845,1086
4.84614,1087
4.844,1088
4.83804,1089
4.82945,1090
4.82627,1091
4.8235600000000005,1092
4.81717,1093
4.81515,1094
4.809729999999999,1095
4.8028699999999995,1096
4.79501,1097
4.794029999999999,1098
4.78958,1099
4.77804,1100
4.76074,1101
4.75859,1102
4.7534,1103
4.7463,1104
4.7403,1105
4.73505,1106
4.73488,1107
4.73313,1108
4.727930000000001,1109
4.72583,1110
4.71818,1111
4.702439999999999,1112
4.69751,1113
4.69694,1114
4.6937,1115
4.67909,1116
4.67904,1117
4.67415,1118
4.66502,1119
4.66192,1120
4.64956,1121
4.64858,1122
4.64783,1123
4.64362,1124
4.62385,1125
4.61911,1126
4.61477,1127
4.60805,1128
4.605390000000001,1129
4.60229,1130
4.60223,1131
4.59856,1132
4.59846,1133
4.582199999999999,1134
4.57683,1135
4.57587,1136
4.57256,1137
4.57145,1138
4.566470000000001,1139
4.56346,1140
4.56231,1141
4.55887,1142
4.5486,1143
4.5355799999999995,1144
4.53149,1145
4.52568,1146
4.5251,1147
4.5209399999999995,1148
4.5138,1149
4.50754,1150
4.50589,1151
4.497310000000001,1152
4.4916599999999995,1153
4.48639,1154
4.48277,1155
4.47873,1156
4.47204,1157
4.47067,1158
4.46976,1159
4.4600100000000005,1160
4.45843,1161
4.449229999999999,1162
4.4456999999999995,1163
4.44163,1164
4.4392,1165
4.435350000000001,1166
4.43474,1167
4.42908,1168
4.42298,1169
4.41761,1170
4.41624,1171
4.414140000000001,1172
4.40976,1173
4.407439999999999,1174
4.4064,1175
4.39651,1176
4.388979999999999,1177
4.38132,1178
4.38047,1179
4.37462,1180
4.36653,1181
4.365489999999999,1182
4.346439999999999,1183
4.34035,1184
4.33749,1185
4.33616,1186
4.33331,1187
4.32908,1188
4.31989,1189
4.30555,1190
4.29704,1191
4.29105,1192
4.2825,1193
4.28097,1194
4.27849,1195
4.2783,1196
4.2773699999999995,1197
4.27446,1198
4.27125,1199
4.27065,1200
4.268560000000001,1201
4.26231,1202
4.25584,1203
4.250640000000001,1204
4.24824,1205
4.2453,1206
4.242649999999999,1207
4.235930000000001,1208
4.22975,1209
4.225149999999999,1210
4.22338,1211
4.220899999999999,1212
4.21696,1213
4.215439999999999,1214
4.19482,1215
4.1923900000000005,1216
4.19202,1217
4.18854,1218
4.1845799999999995,1219
4.1812,1220
4.1777299999999995,1221
4.1776599999999995,1222
4.16983,1223
4.16975,1224
4.16916,1225
4.1676,1226
4.15822,1227
4.14205,1228
4.14121,1229
4.12519,1230
4.11546,1231
4.11384,1232
4.11165,1233
4.10908,1234
4.10063,1235
4.08844,1236
4.08598,1237
4.08493,1238
4.08455,1239
4.08319,1240
4.07935,1241
4.07726,1242
4.06977,1243
4.06689,1244
4.06037,1245
4.05999,1246
4.05736,1247
4.05518,1248
4.05254,1249
4.05009,1250
4.04904,1251
4.0427,1252
4.03556,1253
4.03448,1254
4.03104,1255
4.02801,1256
4.01661,1257
4.01474,1258
4.003760000000001,1259
3.9996300000000002,1260
3.9983299999999997,1261
3.99107,1262
3.9900900000000004,1263
3.98656,1264
3.9863899999999997,1265
3.97778,1266
3.96851,1267
3.96705,1268
3.9621999999999997,1269
3.96104,1270
3.95819,1271
3.95582,1272
3.95099,1273
3.939,1274
3.93202,1275
3.93196,1276
3.92324,1277
3.91861,1278
3.91651,1279
3.9057,1280
3.9049099999999997,1281
3.88692,1282
3.88602,1283
3.88103,1284
3.87981,1285
3.86971,1286
3.86799,1287
3.86774,1288
3.86543,1289
3.86304,1290
3.86089,1291
3.86077,1292
3.8575999999999997,1293
3.8554299999999997,1294
3.85428,1295
3.85404,1296
3.85373,1297
3.84064,1298
3.84047,1299
3.83969,1300
3.83946,1301
3.8348299999999997,1302
3.82881,1303
3.8288,1304
3.8247600000000004,1305
3.80918,1306
3.8087,1307
3.8081199999999997,1308
3.80505,1309
3.80206,1310
3.7995,1311
3.79538,1312
3.7913699999999997,1313
3.7909499999999996,1314
3.78939,1315
3.7869699999999997,1316
3.78517,1317
3.78426,1318
3.7747800000000002,1319
3.77408,1320
3.7720100000000003,1321
3.7709,1322
3.76672,1323
3.75609,1324
3.7531999999999996,1325
3.75181,1326
3.74768,1327
3.73352,1328
3.73082,1329
3.7272,1330
3.7242100000000002,1331
3.71467,1332
3.71462,1333
3.71311,1334
3.71292,1335
3.71219,1336
3.70986,1337
3.7015599999999997,1338
3.7011999999999996,1339
3.69414,1340
3.69204,1341
3.69039,1342
3.69036,1343
3.67633,1344
3.66845,1345
3.66774,1346
3.66292,1347
3.65768,1348
3.6553400000000003,1349
3.6539800000000002,1350
3.6508000000000003,1351
3.6502600000000003,1352
3.64573,1353
3.64174,1354
3.63989,1355
3.6339,1356
3.63051,1357
3.6283499999999997,1358
3.62585,1359
3.62112,1360
3.62093,1361
3.61776,1362
3.6160900000000002,1363
3.61469,1364
3.6115500000000003,1365
3.6082899999999998,1366
3.6074699999999997,1367
3.6052600000000004,1368
3.60524,1369
3.60492,1370
3.6022,1371
3.6020700000000003,1372
3.60161,1373
3.59628,1374
3.59625,1375
3.5821300000000003,1376
3.57967,1377
3.57517,1378
3.56981,1379
3.56689,1380
3.5643000000000002,1381
3.56399,1382
3.5383400000000003,1383
3.52401,1384
3.52216,1385
3.5221,1386
3.51884,1387
3.5155700000000003,1388
3.51283,1389
3.51199,1390
3.49837,1391
3.49673,1392
3.49069,1393
3.4901,1394
3.4900900000000004,1395
3.48884,1396
3.48589,1397
3.4846500000000002,1398
3.4764299999999997,1399
3.46954,1400
3.46617,1401
3.46579,1402
3.46552,1403
3.4613,1404
3.4599699999999998,1405
3.4566500000000002,1406
3.45439,1407
3.45213,1408
3.45185,1409
3.44787,1410
3.4470300000000003,1411
3.4434099999999996,1412
3.44183,1413
3.44033,1414
3.43893,1415
3.4378699999999998,1416
3.43671,1417
3.4353200000000004,1418
3.4349499999999997,1419
3.42802,1420
3.4277100000000003,1421
3.40774,1422
3.40728,1423
3.40598,1424
3.40394,1425
3.4038600000000003,1426
3.40307,1427
3.4030500000000004,1428
3.40175,1429
3.40167,1430
3.40125,1431
3.40125,1432
3.4004899999999996,1433
3.3906199999999997,1434
3.38688,1435
3.3836500000000003,1436
3.37845,1437
3.3771,1438
3.3743000000000003,1439
3.37385,1440
3.3690900000000004,1441
3.36568,1442
3.36464,1443
3.3610900000000004,1444
3.35873,1445
3.35178,1446
3.35076,1447
3.34313,1448
3.34091,1449
3.3396500000000002,1450
3.33885,1451
3.33678,1452
3.33506,1453
3.33009,1454
3.32804,1455
3.3259499999999997,1456
3.32122,1457
3.30829,1458
3.30816,1459
3.29452,1460
3.28538,1461
3.27702,1462
3.27515,1463
3.27109,1464
3.27029,1465
3.26982,1466
3.2580999999999998,1467
3.25313,1468
3.25063,1469
3.24747,1470
3.24612,1471
3.23307,1472
3.2324699999999997,1473
3.2277,1474
3.2164099999999998,1475
3.21573,1476
3.2103099999999998,1477
3.20958,1478
3.2087600000000003,1479
3.20603,1480
3.20552,1481
3.19702,1482
3.19664,1483
3.19654,1484
3.19473,1485
3.1924699999999997,1486
3.19132,1487
3.18921,1488
3.18175,1489
3.17613,1490
3.17413,1491
3.17398,1492
3.17023,1493
3.1641500000000002,1494
3.15861,1495
3.1573200000000003,1496
3.15617,1497
3.1494400000000002,1498
3.14918,1499
3.14434,1500
3.14308,1501
3.14286,1502
3.14225,1503
3.1403499999999998,1504
3.13938,1505
3.1323000000000003,1506
3.1306599999999998,1507
3.11959,1508
3.11573,1509
3.11402,1510
3.1074200000000003,1511
3.10644,1512
3.1056399999999997,1513
3.10563,1514
3.1023899999999998,1515
3.10128,1516
3.0966199999999997,1517
3.08172,1518
3.07991,1519
3.07944,1520
3.0767800000000003,1521
3.07404,1522
3.0654,1523
3.06359,1524
3.05721,1525
3.05571,1526
3.0477399999999997,1527
3.04294,1528
3.03902,1529
3.03781,1530
3.03755,1531
3.0324400000000002,1532
3.03046,1533
3.02888,1534
3.02576,1535
3.0173400000000004,1536
3.01519,1537
3.01289,1538
3.00527,1539
2.99996,1540
2.99507,1541
2.99309,1542
2.98584,1543
2.98401,1544
2.98307,1545
2.9779299999999997,1546
2.9769099999999997,1547
2.97673,1548
2.97566,1549
2.97419,1550
2.9735300000000002,1551
2.96916,1552
2.9662800000000002,1553
2.95826,1554
2.95623,1555
2.95381,1556
2.9465,1557
2.94264,1558
2.93039,1559
2.9240500000000003,1560
2.9232,1561
2.92275,1562
2.9221500000000002,1563
2.9097600000000003,1564
2.90656,1565
2.90425,1566
2.90414,1567
2.89402,1568
2.87865,1569
2.8769400000000003,1570
2.87571,1571
2.87094,1572
2.87072,1573
2.8606100000000003,1574
2.85971,1575
2.85925,1576
2.85654,1577
2.8558000000000003,1578
2.85183,1579
2.84161,1580
2.84106,1581
2.8401799999999997,1582
2.83875,1583
2.83731,1584
2.82637,1585
2.82513,1586
2.82394,1587
2.82207,1588
2.8172800000000002,1589
2.81512,1590
2.81486,1591
2.81071,1592
2.7992199999999996,1593
2.7945,1594
2.79175,1595
2.78998,1596
2.78926,1597
2.78721,1598
2.78491,1599
2.78367,1600
2.78288,1601
2.78143,1602
2.7813000000000003,1603
2.7809299999999997,1604
2.7808200000000003,1605
2.77616,1606
2.77313,1607
2.77216,1608
2.75663,1609
2.75428,1610
2.75354,1611
2.75152,1612
2.74764,1613
2.74323,1614
2.7426999999999997,1615
2.7417,1616
2.73942,1617
2.7389200000000002,1618
2.73213,1619
2.72515,1620
2.7212199999999998,1621
2.71851,1622
2.7131,1623
2.71218,1624
2.70548,1625
2.70234,1626
2.70228,1627
2.70075,1628
2.70006,1629
2.69991,1630
2.6996599999999997,1631
2.6994499999999997,1632
2.69823,1633
2.69185,1634
2.69,1635
2.68215,1636
2.6809600000000002,1637
2.67254,1638
2.6670599999999998,1639
2.66615,1640
2.66529,1641
2.6623699999999997,1642
2.66136,1643
2.65619,1644
2.65514,1645
2.6514699999999998,1646
2.65138,1647
2.64988,1648
2.64698,1649
2.64577,1650
2.64424,1651
2.64134,1652
2.63553,1653
2.6180100000000004,1654
2.6123499999999997,1655
2.6023899999999998,1656
2.58994,1657
2.5815,1658
2.57966,1659
2.57829,1660
2.57431,1661
2.57333,1662
2.5715700000000004,1663
2.5704000000000002,1664
2.56641,1665
2.565,1666
2.55064,1667
2.54864,1668
2.53594,1669
2.53531,1670
2.53336,1671
2.53274,1672
2.53242,1673
2.53194,1674
2.5310300000000003,1675
2.53017,1676
2.52978,1677
2.5277800000000004,1678
2.51853,1679
2.51703,1680
2.5146599999999997,1681
2.5097899999999997,1682
2.50398,1683
2.50382,1684
2.5035700000000003,1685
2.50214,1686
2.50072,1687
2.48455,1688
2.47352,1689
