timestamp,soc_100,soc_200,soc_500
2025-04-19 05:00:00+02:00,0.0,0.0,0.0
2025-04-19 06:00:00+02:00,0.0,0.0,0.0
2025-04-19 07:00:00+02:00,0.0,0.0,0.0
2025-04-19 08:00:00+02:00,0.0,0.0,0.0
2025-04-19 09:00:00+02:00,0.0,0.0,0.0
2025-04-19 10:00:00+02:00,0.0,0.0,0.0
2025-04-19 11:00:00+02:00,0.0,0.0,0.0
2025-04-19 12:00:00+02:00,0.671431764191269,0.3357158820956345,0.13428635283825383
2025-04-19 13:00:00+02:00,0.9643735697772932,0.4821867848886466,0.19287471395545866
2025-04-19 14:00:00+02:00,0.0,0.0,0.0
2025-04-19 15:00:00+02:00,0.0,0.0,0.0
2025-04-19 16:00:00+02:00,0.0,0.0,0.0
2025-04-19 17:00:00+02:00,0.0,0.0,0.0
2025-04-19 18:00:00+02:00,0.0,0.0,0.0
2025-04-19 19:00:00+02:00,0.0,0.0,0.0
2025-04-19 20:00:00+02:00,0.0,0.0,0.0
2025-04-19 21:00:00+02:00,0.0,0.0,0.0
2025-04-19 22:00:00+02:00,0.0,0.0,0.0
2025-04-19 23:00:00+02:00,0.0,0.0,0.0
2025-04-20 00:00:00+02:00,0.0,0.0,0.0
2025-04-20 01:00:00+02:00,0.0,0.0,0.0
2025-04-20 02:00:00+02:00,0.0,0.0,0.0
2025-04-20 03:00:00+02:00,0.0,0.0,0.0
2025-04-20 04:00:00+02:00,0.0,0.0,0.0
2025-04-20 05:00:00+02:00,0.0,0.0,0.0
2025-04-20 06:00:00+02:00,0.0,0.0,0.0
2025-04-20 07:00:00+02:00,0.0,0.0,0.0
2025-04-20 08:00:00+02:00,0.0,0.0,0.0
2025-04-20 09:00:00+02:00,0.0,0.0,0.0
2025-04-20 10:00:00+02:00,4.210077317789426,2.105038658894713,0.842015463557885
2025-04-20 11:00:00+02:00,10.239816125114746,5.119908062557373,2.0479632250229494
2025-04-20 12:00:00+02:00,18.601205384322814,9.300602692161407,3.7202410768645624
2025-04-20 13:00:00+02:00,26.88391505113234,13.44195752556617,5.376783010226468
2025-04-20 14:00:00+02:00,33.48222316513891,16.741111582569456,6.696444633027783
2025-04-20 15:00:00+02:00,38.08850118643604,19.04425059321802,7.617700237287209
2025-04-20 16:00:00+02:00,38.60053624650517,19.300268123252586,7.720107249301035
2025-04-20 17:00:00+02:00,32.153905366279254,16.076952683139627,6.430781073255852
2025-04-20 18:00:00+02:00,25.019529009107966,12.509764504553983,5.003905801821594
2025-04-20 19:00:00+02:00,17.976881696025295,8.988440848012647,3.5953763392050595
2025-04-20 20:00:00+02:00,8.949852173523572,4.474926086761786,1.7899704347047147
2025-04-20 21:00:00+02:00,0.0,0.0,0.0
2025-04-20 22:00:00+02:00,0.0,0.0,0.0
2025-04-20 23:00:00+02:00,0.0,0.0,0.0
2025-04-21 00:00:00+02:00,0.0,0.0,0.0
2025-04-21 01:00:00+02:00,0.0,0.0,0.0
2025-04-21 02:00:00+02:00,0.0,0.0,0.0
2025-04-21 03:00:00+02:00,0.0,0.0,0.0
2025-04-21 04:00:00+02:00,0.0,0.0,0.0
2025-04-21 05:00:00+02:00,0.0,0.0,0.0
2025-04-21 06:00:00+02:00,0.0,0.0,0.0
2025-04-21 07:00:00+02:00,0.0,0.0,0.0
2025-04-21 08:00:00+02:00,0.0,0.0,0.0
2025-04-21 09:00:00+02:00,0.0,0.0,0.0
2025-04-21 10:00:00+02:00,0.0,0.0,0.0
2025-04-21 11:00:00+02:00,0.0,0.0,0.0
2025-04-21 12:00:00+02:00,0.0,0.0,0.0
2025-04-21 13:00:00+02:00,0.0,0.0,0.0
2025-04-21 14:00:00+02:00,0.0,0.0,0.0
2025-04-21 15:00:00+02:00,0.0,0.0,0.0
2025-04-21 16:00:00+02:00,0.0,0.0,0.0
2025-04-21 17:00:00+02:00,0.0,0.0,0.0
2025-04-21 18:00:00+02:00,0.0,0.0,0.0
2025-04-21 19:00:00+02:00,0.0,0.0,0.0
2025-04-21 20:00:00+02:00,0.0,0.0,0.0
2025-04-21 21:00:00+02:00,0.0,0.0,0.0
2025-04-21 22:00:00+02:00,0.0,0.0,0.0
2025-04-21 23:00:00+02:00,0.0,0.0,0.0
2025-04-22 00:00:00+02:00,0.0,0.0,0.0
2025-04-22 01:00:00+02:00,0.0,0.0,0.0
2025-04-22 02:00:00+02:00,0.0,0.0,0.0
2025-04-22 03:00:00+02:00,0.0,0.0,0.0
2025-04-22 04:00:00+02:00,0.0,0.0,0.0
2025-04-22 05:00:00+02:00,0.0,0.0,0.0
2025-04-22 06:00:00+02:00,0.0,0.0,0.0
2025-04-22 07:00:00+02:00,0.0,0.0,0.0
2025-04-22 08:00:00+02:00,0.0,0.0,0.0
2025-04-22 09:00:00+02:00,0.0,0.0,0.0
2025-04-22 10:00:00+02:00,0.0,0.0,0.0
2025-04-22 11:00:00+02:00,0.0,0.0,0.0
2025-04-22 12:00:00+02:00,0.0,0.0,0.0
