Wind_Speed_ms,Wind_Gen_MWh,Solar_Radiation_Wm2,Solar_Gen_MWh,Cloud_Cover_pct
3.0277777777777777,1381.55,71.5,12750.45,26.5
1.9861111111111112,713.76,514.75,42104.16,1.25
3.013888888888889,1108.03,672.25,42980.11,25.5
3.0138888888888893,1818.31,420.5,19511.03,28.75
4.097222222222222,4866.63,22.25,64.34,60.25
4.590277777777778,12867.83,0.0,10.64,49.75
4.729166666666666,12564.29,0.0,10.81,75.0
4.548611111111111,12943.7,0.0,15.07,66.25
4.493055555555555,12528.9,69.25,12931.59,74.5
3.1319444444444446,6729.04,478.25,38399.77,74.75
3.8402777777777777,4227.15,618.0,38143.34,77.5
4.638888888888888,13072.3,435.25,19362.56,53.0
5.4375,18896.42,22.25,18.71,24.25
5.159722222222222,19703.09,0.0,6.53,31.25
4.5625,14940.21,0.0,6.79,49.0
4.659722222222221,12224.93,0.0,8.52,53.5
4.291666666666667,7601.29,66.25,11865.9,44.5
2.548611111111111,5415.75,462.25,32172.3,66.5
3.180555555555556,3698.46,512.75,26612.54,58.0
2.8958333333333335,1582.08,305.5,9722.03,83.75
3.3125,2768.79,12.75,57.0,75.25
4.006944444444444,3024.77,0.0,6.67,62.0
3.3541666666666665,2128.87,0.0,8.09,30.75
3.951388888888889,2751.0,0.0,7.37,27.0
4.708333333333333,5070.88,60.0,7307.77,72.75
2.006944444444444,2779.58,331.25,20189.25,68.0
4.097222222222222,3371.23,340.75,19539.09,75.75
3.791666666666666,3542.95,223.75,7950.16,80.75
4.416666666666667,3581.36,11.5,45.67,58.5
3.770833333333333,3990.84,0.0,9.52,74.75
2.5486111111111107,1935.04,0.0,5.26,76.25
2.881944444444444,1622.53,0.0,7.9,77.75
3.020833333333333,1387.31,38.25,5912.87,78.5
2.6041666666666665,643.28,314.5,18566.51,94.25
2.5902777777777777,1695.82,378.0,19932.68,100.0
3.430555555555556,2109.11,233.0,9674.19,91.5
2.013888888888889,3404.61,9.25,53.62,71.25
3.722222222222222,9951.33,0.0,7.11,53.5
4.840277777777778,12438.68,0.0,8.29,50.25
5.118055555555555,14630.62,0.0,8.09,42.0
6.034722222222222,16558.14,56.25,7635.05,31.25
6.340277777777778,21129.65,351.25,28127.65,52.5
7.645833333333333,23154.6,549.25,25864.42,38.0
7.701388888888889,21260.73,337.25,11118.51,67.25
6.090277777777778,18471.78,9.75,84.84,57.5
6.347222222222222,23499.58,0.0,9.97,55.5
6.659722222222222,23565.69,0.0,10.07,44.5
6.194444444444445,22731.87,0.0,11.28,6.0
6.194444444444445,19764.31,53.5,8890.96,31.0
6.3125,22710.7,363.5,27041.29,47.25
6.173611111111112,20567.65,510.5,28872.29,39.5
6.291666666666666,18921.25,317.0,13680.33,55.75
4.8125,12347.71,10.5,66.13,28.25
5.229166666666667,15336.56,0.0,14.43,27.25
5.125,17546.03,0.0,10.51,47.25
4.993055555555556,16436.24,0.0,9.26,91.75
5.229166666666666,16469.09,39.5,7526.13,95.0
3.215277777777778,10102.24,363.75,32707.38,86.25
4.909722222222222,14767.18,516.0,29947.18,97.25
4.5,15158.09,260.5,12032.07,77.0
3.729166666666667,14102.67,8.0,81.62,96.75
5.541666666666667,14350.39,0.0,11.99,99.75
5.666666666666666,12825.4,0.0,7.76,100.0
5.604166666666667,10405.27,0.0,7.29,99.0
5.506944444444444,9393.37,26.0,4506.23,88.75
5.659722222222222,8336.28,310.75,26311.65,59.5
6.006944444444445,9488.06,494.25,34121.48,63.5
4.75,7161.16,320.5,14493.13,43.25
4.0625,6561.42,6.75,61.35,71.5
5.451388888888888,19669.16,0.0,17.75,86.25
7.486111111111111,26803.08,0.0,13.65,100.0
8.465277777777779,32340.53,0.0,13.43,79.0
8.631944444444445,34602.93,29.25,5888.06,74.25
8.194444444444445,31954.63,334.0,27285.9,47.0
9.444444444444445,28397.67,538.0,29880.36,13.75
8.555555555555555,33989.24,356.5,12708.57,40.75
7.590277777777778,34648.12,6.25,73.24,42.25
8.29861111111111,38220.86,0.0,11.36,34.5
9.569444444444445,36764.93,0.0,6.41,40.5
9.583333333333334,39725.75,0.0,8.18,44.0
10.097222222222223,39713.82,41.0,6880.33,70.0
10.965277777777777,33469.37,306.75,23353.1,83.75
10.965277777777779,32239.49,513.0,24243.54,51.25
9.458333333333332,33142.28,302.0,10137.11,56.0
7.354166666666667,29668.62,4.5,29.92,52.0
7.951388888888888,27454.63,0.0,14.34,82.5
7.930555555555555,25496.95,0.0,7.65,61.0
7.291666666666666,23291.25,0.0,9.19,37.5
6.708333333333333,20163.72,41.25,8540.0,74.75
6.805555555555555,19395.79,323.0,27254.78,84.25
7.201388888888889,21678.78,450.25,22321.72,59.5
6.555555555555555,17687.98,247.0,8949.7,75.0
6.125,16559.14,3.25,51.53,56.5
6.395833333333333,24153.69,0.0,7.28,61.5
7.027777777777778,25415.25,0.0,7.31,53.5
6.319444444444445,23923.36,0.0,7.97,56.5
6.652777777777778,22699.75,23.75,7394.43,50.0
5.125,19960.23,321.5,29331.66,50.0
6.006944444444445,18288.01,482.75,32584.11,58.75
5.868055555555555,19205.8,272.5,12847.99,49.5
6.763888888888889,19670.92,2.75,35.42,39.75
6.708333333333333,19446.83,0.0,7.24,50.0
6.347222222222222,17136.03,0.0,7.4,31.75
5.236111111111112,12933.52,0.0,8.18,24.25
4.388888888888889,10282.13,37.5,9595.15,60.25
3.8749999999999996,6845.54,372.5,37142.13,50.25
3.4305555555555554,4902.03,544.25,41543.44,57.75
3.013888888888889,4278.47,372.5,15534.14,2.75
5.0,8922.22,3.25,75.11,30.0
4.354166666666667,19328.43,0.0,6.78,40.75
5.881944444444445,20797.23,0.0,5.01,1.0
6.270833333333333,19640.26,0.0,6.32,25.25
6.076388888888888,18084.07,39.25,10909.73,45.75
3.125,6569.6,440.5,38591.89,55.5
3.3125,9311.52,616.0,35504.89,71.75
4.944444444444445,12319.14,342.5,11486.06,67.25
5.430555555555555,12643.77,2.0,39.72,34.75
4.819444444444445,16755.36,0.0,13.68,74.5
6.180555555555555,18909.57,0.0,5.53,52.5
5.138888888888888,19696.32,0.0,8.11,56.25
5.298611111111111,23317.39,33.0,7089.78,48.25
4.868055555555555,19234.47,290.5,24207.55,61.0
6.277777777777778,18276.77,416.0,20382.6,65.0
6.25,18373.32,197.25,4890.81,68.5
5.493055555555556,12849.9,0.75,17.09,98.5
5.708333333333333,10640.1,0.0,6.98,100.0
6.187499999999999,10201.08,0.0,8.86,100.0
4.979166666666667,11984.9,0.0,7.21,99.75
5.4375,11900.8,17.5,3281.7,80.0
5.534722222222222,12493.02,199.25,16453.74,100.0
5.479166666666667,16611.77,248.75,15953.18,98.5
5.631944444444444,13707.44,165.25,5573.7,100.0
4.520833333333333,10583.13,0.75,13.74,75.0
4.923611111111112,9896.72,0.0,6.04,61.75
4.916666666666666,8189.29,0.0,6.11,42.75
4.486111111111111,7469.93,0.0,6.36,42.25
4.513888888888888,6258.23,24.5,6742.51,31.25
3.8125,5885.11,313.25,26641.32,49.0
5.659722222222222,9239.93,436.25,24053.58,53.5
6.291666666666667,12762.75,269.25,7230.4,47.5
7.541666666666666,16811.37,0.5,32.07,52.25
7.013888888888888,21128.1,0.0,12.86,52.75
6.638888888888888,20382.53,0.0,9.35,50.25
6.472222222222222,21420.64,0.0,10.4,50.0
7.048611111111111,21281.72,20.5,5529.05,50.0
6.618055555555555,21920.19,299.25,21534.22,50.0
7.569444444444445,26316.81,375.75,20154.2,50.75
7.361111111111111,29447.51,195.0,6106.88,53.25
7.222222222222222,30989.81,0.0,16.53,50.0
7.444444444444444,30420.42,0.0,10.12,50.0
7.298611111111111,27875.15,0.0,9.85,50.0
6.659722222222222,26985.89,0.0,12.45,54.5
7.194444444444444,24785.41,18.75,3648.02,39.75
6.638888888888888,23758.08,266.0,14554.72,72.0
7.236111111111111,26368.74,420.0,15150.43,72.75
6.152777777777777,25212.29,225.5,4336.93,77.0
6.319444444444445,22479.13,0.0,19.82,82.0
6.354166666666666,19453.31,0.0,6.84,100.0
5.840277777777779,15264.45,0.0,6.23,100.0
6.201388888888888,14415.47,0.0,7.49,93.25
6.097222222222223,14325.36,13.25,3071.87,97.0
6.076388888888888,15720.99,259.75,15590.31,99.75
5.784722222222222,16051.22,312.5,17280.14,92.75
5.993055555555555,15996.33,227.5,4800.16,75.25
6.819444444444444,15714.22,0.0,52.01,59.5
6.9375,13788.73,0.0,6.9,99.25
5.784722222222222,10718.07,0.0,6.14,75.0
5.013888888888889,9001.9,0.0,6.49,29.5
5.222222222222222,8632.6,19.0,3713.09,75.0
3.3472222222222223,4969.16,237.75,18596.71,75.25
3.0763888888888884,4189.23,428.0,20849.49,36.5
3.5625,4983.19,239.0,6299.69,53.0
4.194444444444445,6051.7,0.0,50.2,56.5
4.173611111111111,5625.73,0.0,7.45,43.75
4.083333333333333,3839.67,0.0,5.91,40.0
3.8402777777777777,2744.07,0.0,6.17,71.25
3.631944444444444,2969.17,15.5,5676.06,56.75
2.361111111111111,1552.33,291.25,27820.34,63.5
3.2083333333333335,1576.3,469.5,29653.76,54.0
3.0555555555555554,2531.21,258.5,9078.78,58.0
4.423611111111112,8632.12,0.0,9.95,18.25
4.305555555555555,7351.33,0.0,6.81,4.75
3.861111111111111,4530.35,0.0,6.04,8.75
4.215277777777778,3416.11,0.0,6.3,33.25
4.236111111111111,3510.55,18.25,5608.94,31.25
2.569444444444444,1740.19,356.0,28358.95,26.75
2.569444444444444,2583.24,496.25,28905.19,34.5
2.2083333333333335,2819.15,268.75,7164.65,25.25
4.493055555555555,6538.53,0.0,11.7,51.0
4.298611111111111,6337.99,0.0,5.95,60.5
4.013888888888888,4638.17,0.0,5.99,62.5
4.381944444444445,4027.22,0.0,7.1,73.25
4.819444444444445,4823.4,13.0,4156.8,75.0
3.333333333333333,3317.17,290.75,23413.77,31.25
3.1875,3268.12,445.5,23111.79,65.75
3.222222222222222,4933.34,223.5,6038.9,51.5
4.138888888888888,9298.54,0.0,11.88,47.0
5.256944444444445,9284.76,0.0,6.64,51.5
