Wind_Speed_ms,Wind_Gen_MWh,Solar_Radiation_Wm2,Solar_Gen_MWh,Cloud_Cover_pct
4.215277777777778,10498.04,0.0,11.29,31.0
5.298611111111111,14248.23,0.0,7.85,26.75
5.833333333333333,18159.3,0.0,8.71,21.25
6.499999999999999,17655.71,81.0,12095.55,64.0
5.798611111111111,19300.08,462.0,33497.42,26.5
6.076388888888888,19688.68,517.75,30193.77,80.0
5.597222222222221,24512.6,308.25,15486.98,71.75
7.090277777777777,23848.29,28.25,80.13,50.75
7.166666666666667,27370.12,0.0,9.23,41.5
6.791666666666666,23931.82,0.0,7.94,30.5
6.4375,19435.47,0.0,11.42,26.25
5.701388888888888,13515.11,75.25,11460.4,13.25
4.013888888888888,10242.54,503.25,36374.58,61.0
5.583333333333334,10191.31,630.25,32206.15,86.5
4.819444444444445,6445.38,300.5,11363.46,86.0
3.8333333333333335,4941.44,19.75,81.68,92.5
4.715277777777778,7123.24,0.0,6.7,98.5
4.847222222222222,9009.05,0.0,5.33,100.0
6.125,9234.17,0.0,6.82,93.75
4.666666666666667,7791.64,30.0,6180.88,96.0
4.347222222222222,9145.88,385.5,23365.81,76.0
5.729166666666667,9443.41,310.75,25717.48,80.75
5.194444444444444,7031.24,253.25,14217.57,52.25
3.9305555555555554,3157.01,26.5,68.48,10.0
4.104166666666667,3596.66,0.0,13.06,30.25
3.875,2081.44,0.0,7.73,27.5
3.6736111111111116,1462.63,0.0,8.18,48.5
