STATIONS_ID;MESS_DATUM;QN_592;ATMO_LBERG;FD_LBERG;FG_LBERG;SD_LBERG;ZENIT;MESS_DATUM_WOZ;eor
       1420;2024091122:22;    1;  100.0;    0.0;    0.0;   0;   122.50;2024091123:00;eor
       1420;2024091123:22;    1;  101.0;    0.0;    0.0;   0;   125.50;2024091200:00;eor
       1420;2024091200:22;    1;   -999;    0.0;    0.0;   0;   125.52;2024091201:00;eor
       1420;2024091201:22;    1;   -999;    0.0;    0.0;   0;   122.54;2024091202:00;eor
       1420;2024091202:22;    1;   98.0;    0.0;    0.0;   0;   117.03;2024091203:00;eor
       1420;2024091203:22;    1;  100.0;    0.0;    0.0;   0;   109.66;2024091204:00;eor
       1420;2024091204:22;    1;  105.0;    0.0;    0.0;   0;   101.05;2024091205:00;eor
       1420;2024091205:22;    1;  114.0;    1.0;    1.0;   0;    91.74;2024091206:00;eor
       1420;2024091206:22;    1;  119.0;   12.0;   12.0;   0;    82.14;2024091207:00;eor
       1420;2024091207:22;    1;  124.0;   24.0;   25.0;   0;    72.65;2024091208:00;eor
       1420;2024091208:22;    1;  112.0;   57.0;  100.0;  34;    63.72;2024091209:00;eor
       1420;2024091209:22;    1;  111.0;   58.0;  157.0;  46;    55.88;2024091210:00;eor
       1420;2024091210:22;    1;  111.0;   65.0;  227.0;  51;    49.88;2024091211:00;eor
       1420;2024091211:22;    1;  116.0;   91.0;  287.0;  55;    46.57;2024091212:00;eor
       1420;2024091212:22;    1;  117.0;   86.0;  242.0;  46;    46.58;2024091213:00;eor
       1420;2024091213:22;    1;  116.0;   65.0;  152.0;  25;    49.93;2024091214:00;eor
       1420;2024091214:22;    1;  126.0;   35.0;   36.0;   0;    55.95;2024091215:00;eor
       1420;2024091215:21;    1;  118.0;   45.0;   67.0;  12;    63.81;2024091216:00;eor
       1420;2024091216:21;    1;  126.0;   31.0;   32.0;   0;    72.77;2024091217:00;eor
       1420;2024091217:21;    1;  127.0;   15.0;   18.0;  13;    82.27;2024091218:00;eor
       1420;2024091218:21;    1;  111.0;    4.0;    4.0;   0;    91.90;2024091219:00;eor
       1420;2024091219:21;    1;  104.0;    0.0;    0.0;   0;   101.24;2024091220:00;eor
       1420;2024091220:21;    1;  101.0;    0.0;    0.0;   0;   109.88;2024091221:00;eor
       1420;2024091221:21;    1;  100.0;    0.0;    0.0;   0;   117.30;2024091222:00;eor
       1420;2024091222:21;    1;  100.0;    0.0;    0.0;   0;   122.86;2024091223:00;eor
       1420;2024091223:21;    1;  100.0;    0.0;    0.0;   0;   125.88;2024091300:00;eor
       1420;2024091300:21;    1;  102.0;    0.0;    0.0;   0;   125.90;2024091301:00;eor
       1420;2024091301:21;    1;  109.0;    0.0;    0.0;   0;   122.91;2024091302:00;eor
       1420;2024091302:21;    1;  117.0;    0.0;    0.0;   0;   117.37;2024091303:00;eor
       1420;2024091303:21;    1;  106.0;    0.0;    0.0;   0;   109.98;2024091304:00;eor
       1420;2024091304:21;    1;  100.0;    0.0;    0.0;   0;   101.36;2024091305:00;eor
       1420;2024091305:21;    1;  101.0;    1.0;    2.0;   0;    92.03;2024091306:00;eor
       1420;2024091306:21;    1;  103.0;   23.0;   30.0;  16;    82.43;2024091307:00;eor
       1420;2024091307:21;    1;  102.0;   37.0;   92.0;  60;    72.95;2024091308:00;eor
       1420;2024091308:21;    1;  105.0;   50.0;  150.0;  60;    64.03;2024091309:00;eor
       1420;2024091309:21;    1;  119.0;   99.0;  156.0;  32;    56.22;2024091310:00;eor
       1420;2024091310:21;    1;  124.0;   85.0;  124.0;  23;    50.24;2024091311:00;eor
       1420;2024091311:21;    1;  126.0;   96.0;  133.0;  16;    46.95;2024091312:00;eor
       1420;2024091312:21;    1;  127.0;   84.0;   94.0;   4;    46.96;2024091313:00;eor
       1420;2024091313:21;    1;  124.0;   84.0;  112.0;  14;    50.29;2024091314:00;eor
       1420;2024091314:21;    1;  127.0;   52.0;   67.0;   6;    56.29;2024091315:00;eor
       1420;2024091315:21;    1;  119.0;   69.0;  133.0;  39;    64.12;2024091316:00;eor
       1420;2024091316:21;    1;  116.0;   48.0;   87.0;  39;    73.07;2024091317:00;eor
       1420;2024091317:21;    1;  121.0;   34.0;   56.0;  54;    82.57;2024091318:00;eor
       1420;2024091318:21;    1;  116.0;    4.0;    4.0;   0;    92.19;2024091319:00;eor
       1420;2024091319:21;    1;  116.0;    0.0;    0.0;   0;   101.55;2024091320:00;eor
       1420;2024091320:21;    1;  112.0;    0.0;    0.0;   0;   110.21;2024091321:00;eor
       1420;2024091321:21;    1;  109.0;    0.0;    0.0;   0;   117.65;2024091322:00;eor
       1420;2024091322:21;    1;  108.0;    0.0;    0.0;   0;   123.23;2024091323:00;eor
       1420;2024091323:21;    1;  105.0;    0.0;    0.0;   0;   126.26;2024091400:00;eor
       1420;2024091400:21;    1;  102.0;    0.0;    0.0;   0;   126.28;2024091401:00;eor
       1420;2024091401:21;    1;  101.0;    0.0;    0.0;   0;   123.27;2024091402:00;eor
       1420;2024091402:21;    1;  113.0;    0.0;    0.0;   0;   117.72;2024091403:00;eor
       1420;2024091403:21;    1;  111.0;    0.0;    0.0;   0;   110.30;2024091404:00;eor
       1420;2024091404:21;    1;  108.0;    0.0;    0.0;   0;   101.66;2024091405:00;eor
       1420;2024091405:21;    1;  109.0;    1.0;    1.0;   0;    92.33;2024091406:00;eor
       1420;2024091406:21;    1;  117.0;   12.0;   13.0;   0;    82.73;2024091407:00;eor
       1420;2024091407:21;    1;  121.0;   46.0;   48.0;   0;    73.26;2024091408:00;eor
       1420;2024091408:21;    1;  116.0;   71.0;   98.0;  27;    64.35;2024091409:00;eor
       1420;2024091409:21;    1;  120.0;   79.0;  137.0;  30;    56.55;2024091410:00;eor
       1420;2024091410:21;    1;  127.0;   90.0;  107.0;   6;    50.61;2024091411:00;eor
       1420;2024091411:21;    1;  128.0;   95.0;  108.0;   7;    47.33;2024091412:00;eor
       1420;2024091412:21;    1;  125.0;  120.0;  168.0;  19;    47.34;2024091413:00;eor
       1420;2024091413:21;    1;  125.0;  111.0;  151.0;  20;    50.65;2024091414:00;eor
       1420;2024091414:21;    1;  126.0;   66.0;   80.0;   9;    56.63;2024091415:00;eor
       1420;2024091415:21;    1;  120.0;   57.0;   81.0;  16;    64.44;2024091416:00;eor
       1420;2024091416:21;    1;  122.0;   43.0;   58.0;  15;    73.37;2024091417:00;eor
       1420;2024091417:21;    1;  116.0;   17.0;   22.0;  28;    82.86;2024091418:00;eor
       1420;2024091418:21;    1;  123.0;    1.0;    1.0;   0;    92.49;2024091419:00;eor
       1420;2024091419:21;    1;  122.0;    0.0;    0.0;   0;   101.86;2024091420:00;eor
       1420;2024091420:21;    1;  106.0;    0.0;    0.0;   0;   110.53;2024091421:00;eor
       1420;2024091421:21;    1;  106.0;    0.0;    0.0;   0;   117.99;2024091422:00;eor
       1420;2024091422:21;    1;  110.0;    0.0;    0.0;   0;   123.59;2024091423:00;eor
       1420;2024091423:21;    1;  106.0;    0.0;    0.0;   0;   126.65;2024091500:00;eor
       1420;2024091500:21;    1;  122.0;    0.0;    0.0;   0;   126.66;2024091501:00;eor
       1420;2024091501:21;    1;  120.0;    0.0;    0.0;   0;   123.64;2024091502:00;eor
       1420;2024091502:21;    1;  112.0;    0.0;    0.0;   0;   118.06;2024091503:00;eor
       1420;2024091503:21;    1;   -999;    0.0;    0.0;   0;   110.62;2024091504:00;eor
       1420;2024091504:21;    1;  101.0;    0.0;    0.0;   0;   101.97;2024091505:00;eor
       1420;2024091505:21;    1;  113.0;    1.0;    1.0;   0;    92.62;2024091506:00;eor
       1420;2024091506:21;    1;  120.0;   10.0;   10.0;   0;    83.02;2024091507:00;eor
       1420;2024091507:21;    1;  125.0;   26.0;   26.0;   0;    73.56;2024091508:00;eor
       1420;2024091508:21;    1;  123.0;   69.0;   72.0;   1;    64.66;2024091509:00;eor
       1420;2024091509:21;    1;  116.0;  103.0;  156.0;  38;    56.90;2024091510:00;eor
       1420;2024091510:21;    1;  117.0;   88.0;  191.0;  46;    50.97;2024091511:00;eor
       1420;2024091511:20;    1;  113.0;   66.0;  237.0;  54;    47.71;2024091512:00;eor
       1420;2024091512:20;    1;  119.0;   90.0;  186.0;  39;    47.73;2024091513:00;eor
       1420;2024091513:20;    1;  116.0;   67.0;  172.0;  39;    51.02;2024091514:00;eor
       1420;2024091514:20;    1;  114.0;   50.0;  195.0;  55;    56.97;2024091515:00;eor
       1420;2024091515:20;    1;  115.0;   41.0;  141.0;  58;    64.76;2024091516:00;eor
       1420;2024091516:20;    1;  114.0;   26.0;   84.0;  59;    73.67;2024091517:00;eor
       1420;2024091517:20;    1;  113.0;   12.0;   26.0;  47;    83.16;2024091518:00;eor
       1420;2024091518:20;    1;  119.0;    1.0;    1.0;   0;    92.79;2024091519:00;eor
       1420;2024091519:20;    1;  116.0;    0.0;    0.0;   0;   102.16;2024091520:00;eor
       1420;2024091520:20;    1;  113.0;    0.0;    0.0;   0;   110.85;2024091521:00;eor
       1420;2024091521:20;    1;  110.0;    0.0;    0.0;   0;   118.34;2024091522:00;eor
       1420;2024091522:20;    1;  108.0;    0.0;    0.0;   0;   123.96;2024091523:00;eor
       1420;2024091523:20;    1;  121.0;    0.0;    0.0;   0;   127.03;2024091600:00;eor
       1420;2024091600:20;    1;  127.0;    0.0;    0.0;   0;   127.05;2024091601:00;eor
       1420;2024091601:20;    1;  120.0;    0.0;    0.0;   0;   124.01;2024091602:00;eor
       1420;2024091602:20;    1;  112.0;    0.0;    0.0;   0;   118.41;2024091603:00;eor
       1420;2024091603:20;    1;  123.0;    0.0;    0.0;   0;   110.95;2024091604:00;eor
       1420;2024091604:20;    1;  126.0;    0.0;    0.0;   0;   102.28;2024091605:00;eor
       1420;2024091605:20;    1;  130.0;    1.0;    1.0;   0;    92.92;2024091606:00;eor
       1420;2024091606:20;    1;  125.0;   11.0;   11.0;   0;    83.32;2024091607:00;eor
       1420;2024091607:20;    1;  133.0;   19.0;   19.0;   0;    73.86;2024091608:00;eor
       1420;2024091608:20;    1;  135.0;   26.0;   26.0;   0;    64.98;2024091609:00;eor
       1420;2024091609:20;    1;  136.0;   26.0;   26.0;   0;    57.24;2024091610:00;eor
       1420;2024091610:20;    1;  136.0;   23.0;   24.0;   0;    51.34;2024091611:00;eor
       1420;2024091611:20;    1;  137.0;   19.0;   19.0;   0;    48.09;2024091612:00;eor
       1420;2024091612:20;    1;  137.0;   26.0;   27.0;   0;    48.11;2024091613:00;eor
       1420;2024091613:20;    1;  137.0;   26.0;   27.0;   0;    51.38;2024091614:00;eor
       1420;2024091614:20;    1;  137.0;   23.0;   23.0;   0;    57.31;2024091615:00;eor
       1420;2024091615:20;    1;  137.0;   16.0;   17.0;   0;    65.07;2024091616:00;eor
       1420;2024091616:20;    1;  137.0;    6.0;    6.0;   0;    73.97;2024091617:00;eor
       1420;2024091617:20;    1;  136.0;    6.0;    6.0;   0;    83.45;2024091618:00;eor
       1420;2024091618:20;    1;  130.0;    1.0;    1.0;   0;    93.08;2024091619:00;eor
       1420;2024091619:20;    1;  134.0;    0.0;    0.0;   0;   102.47;2024091620:00;eor
       1420;2024091620:20;    1;  129.0;    0.0;    0.0;   0;   111.18;2024091621:00;eor
       1420;2024091621:20;    1;  130.0;    0.0;    0.0;   0;   118.68;2024091622:00;eor
       1420;2024091622:20;    1;  138.0;    0.0;    0.0;   0;   124.33;2024091623:00;eor
       1420;2024091623:20;    1;  138.0;    0.0;    0.0;   0;   127.41;2024091700:00;eor
       1420;2024091700:20;    1;  138.0;    0.0;    0.0;   0;   127.43;2024091701:00;eor
       1420;2024091701:20;    1;  119.0;    0.0;    0.0;   0;   124.38;2024091702:00;eor
       1420;2024091702:20;    1;  114.0;    0.0;    0.0;   0;   118.75;2024091703:00;eor
       1420;2024091703:20;    1;  114.0;    0.0;    0.0;   0;   111.27;2024091704:00;eor
       1420;2024091704:20;    1;  114.0;    0.0;    0.0;   0;   102.58;2024091705:00;eor
       1420;2024091705:20;    1;  113.0;    1.0;    1.0;   0;    93.22;2024091706:00;eor
       1420;2024091706:20;    1;  115.0;   11.0;   12.0;   0;    83.61;2024091707:00;eor
       1420;2024091707:20;    1;  122.0;   27.0;   30.0;   6;    74.16;2024091708:00;eor
       1420;2024091708:20;    1;  129.0;   68.0;   80.0;  12;    65.30;2024091709:00;eor
       1420;2024091709:20;    1;  125.0;   81.0;  148.0;  39;    57.58;2024091710:00;eor
       1420;2024091710:20;    1;  126.0;   97.0;  139.0;  27;    51.70;2024091711:00;eor
       1420;2024091711:20;    1;  121.0;   60.0;  204.0;  53;    48.48;2024091712:00;eor
       1420;2024091712:20;    1;  123.0;   56.0;  228.0;  60;    48.49;2024091713:00;eor
       1420;2024091713:20;    1;  127.0;   71.0;  205.0;  60;    51.75;2024091714:00;eor
       1420;2024091714:20;    1;  127.0;   58.0;  173.0;  59;    57.65;2024091715:00;eor
       1420;2024091715:20;    1;  127.0;   45.0;  122.0;  57;    65.40;2024091716:00;eor
       1420;2024091716:20;    1;  126.0;   31.0;   73.0;  60;    74.28;2024091717:00;eor
       1420;2024091717:20;    1;  125.0;   14.0;   23.0;  39;    83.75;2024091718:00;eor
       1420;2024091718:20;    1;  124.0;    1.0;    1.0;   0;    93.38;2024091719:00;eor
       1420;2024091719:20;    1;  124.0;    0.0;    0.0;   0;   102.77;2024091720:00;eor
       1420;2024091720:20;    1;  130.0;    0.0;    0.0;   0;   111.50;2024091721:00;eor
       1420;2024091721:20;    1;  140.0;    0.0;    0.0;   0;   119.03;2024091722:00;eor
       1420;2024091722:20;    1;  132.0;    0.0;    0.0;   0;   124.70;2024091723:00;eor
       1420;2024091723:20;    1;  122.0;    0.0;    0.0;   0;   127.80;2024091800:00;eor
       1420;2024091800:20;    1;  120.0;    0.0;    0.0;   0;   127.81;2024091801:00;eor
       1420;2024091801:20;    1;  118.0;    0.0;    0.0;   0;   124.75;2024091802:00;eor
       1420;2024091802:20;    1;  117.0;    0.0;    0.0;   0;   119.10;2024091803:00;eor
       1420;2024091803:20;    1;  117.0;    0.0;    0.0;   0;   111.59;2024091804:00;eor
       1420;2024091804:20;    1;  117.0;    0.0;    0.0;   0;   102.89;2024091805:00;eor
       1420;2024091805:20;    1;  116.0;    1.0;    1.0;   0;    93.52;2024091806:00;eor
       1420;2024091806:19;    1;  116.0;   14.0;   20.0;  30;    83.91;2024091807:00;eor
       1420;2024091807:19;    1;  117.0;   34.0;   65.0;  60;    74.47;2024091808:00;eor
       1420;2024091808:19;    1;  119.0;   46.0;  120.0;  60;    65.62;2024091809:00;eor
       1420;2024091809:19;    1;  121.0;   53.0;  168.0;  60;    57.92;2024091810:00;eor
       1420;2024091810:19;    1;  123.0;   55.0;  206.0;  60;    52.07;2024091811:00;eor
       1420;2024091811:19;    1;  125.0;   53.0;  227.0;  60;    48.86;2024091812:00;eor
       1420;2024091812:19;    1;  130.0;   71.0;  194.0;  48;    48.88;2024091813:00;eor
       1420;2024091813:19;    1;  127.0;   55.0;  205.0;  59;    52.12;2024091814:00;eor
       1420;2024091814:19;    1;  130.0;   58.0;  168.0;  59;    57.99;2024091815:00;eor
       1420;2024091815:19;    1;  128.0;   45.0;  124.0;  57;    65.72;2024091816:00;eor
       1420;2024091816:19;    1;  129.0;   32.0;   64.0;  47;    74.58;2024091817:00;eor
       1420;2024091817:19;    1;  134.0;   17.0;   23.0;  34;    84.05;2024091818:00;eor
       1420;2024091818:19;    1;  125.0;    1.0;    1.0;   0;    93.68;2024091819:00;eor
       1420;2024091819:19;    1;  125.0;    0.0;    0.0;   0;   103.08;2024091820:00;eor
       1420;2024091820:19;    1;  122.0;    0.0;    0.0;   0;   111.82;2024091821:00;eor
       1420;2024091821:19;    1;  121.0;    0.0;    0.0;   0;   119.37;2024091822:00;eor
       1420;2024091822:19;    1;  121.0;    0.0;    0.0;   0;   125.07;2024091823:00;eor
       1420;2024091823:19;    1;  120.0;    0.0;    0.0;   0;   128.18;2024091900:00;eor
       1420;2024091900:19;    1;  118.0;    0.0;    0.0;   0;   128.20;2024091901:00;eor
       1420;2024091901:19;    1;  117.0;    0.0;    0.0;   0;   125.12;2024091902:00;eor
       1420;2024091902:19;    1;  116.0;    0.0;    0.0;   0;   119.45;2024091903:00;eor
       1420;2024091903:19;    1;  116.0;    0.0;    0.0;   0;   111.92;2024091904:00;eor
       1420;2024091904:19;    1;  115.0;    0.0;    0.0;   0;   103.20;2024091905:00;eor
       1420;2024091905:19;    1;  115.0;    1.0;    1.0;   0;    93.82;2024091906:00;eor
       1420;2024091906:19;    1;  115.0;   13.0;   21.0;  44;    84.21;2024091907:00;eor
       1420;2024091907:19;    1;  116.0;   28.0;   70.0;  60;    74.77;2024091908:00;eor
       1420;2024091908:19;    1;  118.0;   38.0;  118.0;  59;    65.95;2024091909:00;eor
       1420;2024091909:19;    1;  121.0;   52.0;  154.0;  59;    58.27;2024091910:00;eor
       1420;2024091910:19;    1;  123.0;   54.0;  204.0;  60;    52.44;2024091911:00;eor
       1420;2024091911:19;    1;  126.0;   66.0;  212.0;  58;    49.25;2024091912:00;eor
       1420;2024091912:19;    1;  133.0;   80.0;  152.0;  40;    49.26;2024091913:00;eor
       1420;2024091913:19;    1;  129.0;   67.0;  173.0;  48;    52.49;2024091914:00;eor
       1420;2024091914:19;    1;  130.0;   67.0;  155.0;  53;    58.34;2024091915:00;eor
       1420;2024091915:19;    1;  134.0;   53.0;  107.0;  43;    66.04;2024091916:00;eor
       1420;2024091916:19;    1;  138.0;   10.0;   11.0;   0;    74.89;2024091917:00;eor
       1420;2024091917:19;    1;  124.0;    6.0;    6.0;   0;    84.34;2024091918:00;eor
       1420;2024091918:19;    1;  117.0;    0.0;    0.0;   0;    93.98;2024091919:00;eor
       1420;2024091919:19;    1;  117.0;    0.0;    0.0;   0;   103.39;2024091920:00;eor
       1420;2024091920:19;    1;  117.0;    0.0;    0.0;   0;   112.15;2024091921:00;eor
       1420;2024091921:19;    1;  118.0;    0.0;    0.0;   0;   119.72;2024091922:00;eor
       1420;2024091922:19;    1;  117.0;    0.0;    0.0;   0;   125.44;2024091923:00;eor
       1420;2024091923:19;    1;  115.0;    0.0;    0.0;   0;   128.57;2024092000:00;eor
       1420;2024092000:19;    1;  114.0;    0.0;    0.0;   0;   128.59;2024092001:00;eor
       1420;2024092001:19;    1;  113.0;    0.0;    0.0;   0;   125.49;2024092002:00;eor
       1420;2024092002:19;    1;  112.0;    0.0;    0.0;   0;   119.79;2024092003:00;eor
       1420;2024092003:19;    1;  111.0;    0.0;    0.0;   0;   112.24;2024092004:00;eor
       1420;2024092004:19;    1;  111.0;    0.0;    0.0;   0;   103.50;2024092005:00;eor
       1420;2024092005:19;    1;  110.0;    1.0;    1.0;   0;    94.11;2024092006:00;eor
       1420;2024092006:19;    1;  111.0;   12.0;   20.0;  46;    84.51;2024092007:00;eor
       1420;2024092007:19;    1;  112.0;   25.0;   68.0;  60;    75.08;2024092008:00;eor
       1420;2024092008:19;    1;  114.0;   34.0;  122.0;  60;    66.27;2024092009:00;eor
       1420;2024092009:19;    1;  116.0;   39.0;  172.0;  60;    58.61;2024092010:00;eor
       1420;2024092010:19;    1;  118.0;   42.0;  207.0;  60;    52.81;2024092011:00;eor
       1420;2024092011:19;    1;  120.0;   43.0;  227.0;  60;    49.63;2024092012:00;eor
       1420;2024092012:19;    1;  122.0;   41.0;  229.0;  60;    49.65;2024092013:00;eor
       1420;2024092013:19;    1;  123.0;   40.0;  212.0;  60;    52.86;2024092014:00;eor
       1420;2024092014:19;    1;  124.0;   36.0;  178.0;  60;    58.68;2024092015:00;eor
       1420;2024092015:19;    1;  124.0;   31.0;  130.0;  60;    66.36;2024092016:00;eor
       1420;2024092016:19;    1;  124.0;   23.0;   74.0;  60;    75.19;2024092017:00;eor
       1420;2024092017:19;    1;  123.0;   11.0;   21.0;  36;    84.64;2024092018:00;eor
       1420;2024092018:19;    1;  122.0;    1.0;    1.0;   0;    94.28;2024092019:00;eor
       1420;2024092019:19;    1;  121.0;    0.0;    0.0;   0;   103.70;2024092020:00;eor
       1420;2024092020:19;    1;  120.0;    0.0;    0.0;   0;   112.47;2024092021:00;eor
       1420;2024092021:19;    1;  118.0;    0.0;    0.0;   0;   120.07;2024092022:00;eor
       1420;2024092022:19;    1;  117.0;    0.0;    0.0;   0;   125.81;2024092023:00;eor
       1420;2024092023:19;    1;  116.0;    0.0;    0.0;   0;   128.96;2024092100:00;eor
       1420;2024092100:19;    1;  115.0;    0.0;    0.0;   0;   128.97;2024092101:00;eor
       1420;2024092101:19;    1;  115.0;    0.0;    0.0;   0;   125.86;2024092102:00;eor
       1420;2024092102:18;    1;  114.0;    0.0;    0.0;   0;   120.14;2024092103:00;eor
       1420;2024092103:18;    1;  114.0;    0.0;    0.0;   0;   112.57;2024092104:00;eor
       1420;2024092104:18;    1;  113.0;    0.0;    0.0;   0;   103.81;2024092105:00;eor
       1420;2024092105:18;    1;  111.0;    0.0;    1.0;   0;    94.42;2024092106:00;eor
       1420;2024092106:18;    1;  111.0;   10.0;   19.0;  45;    84.81;2024092107:00;eor
       1420;2024092107:18;    1;  113.0;   21.0;   70.0;  60;    75.39;2024092108:00;eor
       1420;2024092108:18;    1;  115.0;   27.0;  126.0;  60;    66.59;2024092109:00;eor
       1420;2024092109:18;    1;  117.0;   30.0;  174.0;  60;    58.96;2024092110:00;eor
       1420;2024092110:18;    1;  118.0;   33.0;  210.0;  60;    53.18;2024092111:00;eor
       1420;2024092111:18;    1;  120.0;   35.0;  229.0;  60;    50.02;2024092112:00;eor
       1420;2024092112:18;    1;  121.0;   35.0;  230.0;  60;    50.04;2024092113:00;eor
       1420;2024092113:18;    1;  122.0;   34.0;  212.0;  60;    53.22;2024092114:00;eor
       1420;2024092114:18;    1;  123.0;   32.0;  176.0;  60;    59.03;2024092115:00;eor
       1420;2024092115:18;    1;  123.0;   29.0;  128.0;  60;    66.68;2024092116:00;eor
       1420;2024092116:18;    1;  123.0;   21.0;   73.0;  60;    75.50;2024092117:00;eor
       1420;2024092117:18;    1;  121.0;   10.0;   20.0;  34;    84.94;2024092118:00;eor
       1420;2024092118:18;    1;  119.0;    0.0;    0.0;   0;    94.58;2024092119:00;eor
       1420;2024092119:18;    1;  118.0;    0.0;    0.0;   0;   104.00;2024092120:00;eor
       1420;2024092120:18;    1;  117.0;    0.0;    0.0;   0;   112.80;2024092121:00;eor
       1420;2024092121:18;    1;  117.0;    0.0;    0.0;   0;   120.41;2024092122:00;eor
       1420;2024092122:18;    1;  116.0;    0.0;    0.0;   0;   126.18;2024092123:00;eor
       1420;2024092123:18;    1;  115.0;    0.0;    0.0;   0;   129.34;2024092200:00;eor
       1420;2024092200:18;    1;  114.0;    0.0;    0.0;   0;   129.36;2024092201:00;eor
       1420;2024092201:18;    1;  113.0;    0.0;    0.0;   0;   126.23;2024092202:00;eor
       1420;2024092202:18;    1;  113.0;    0.0;    0.0;   0;   120.49;2024092203:00;eor
       1420;2024092203:18;    1;  115.0;    0.0;    0.0;   0;   112.89;2024092204:00;eor
       1420;2024092204:18;    1;  117.0;    0.0;    0.0;   0;   104.12;2024092205:00;eor
       1420;2024092205:18;    1;  113.0;    1.0;    1.0;   0;    94.71;2024092206:00;eor
       1420;2024092206:18;    1;  113.0;   12.0;   17.0;  40;    85.11;2024092207:00;eor
       1420;2024092207:18;    1;  115.0;   30.0;   59.0;  60;    75.69;2024092208:00;eor
       1420;2024092208:18;    1;  120.0;   67.0;  109.0;  60;    66.91;2024092209:00;eor
       1420;2024092209:18;    1;  123.0;   80.0;  195.0;  60;    59.30;2024092210:00;eor
       1420;2024092210:18;    1;  123.0;   71.0;  201.0;  60;    53.55;2024092211:00;eor
       1420;2024092211:18;    1;  127.0;   88.0;  196.0;  60;    50.41;2024092212:00;eor
       1420;2024092212:18;    1;  130.0;   93.0;  207.0;  60;    50.42;2024092213:00;eor
       1420;2024092213:18;    1;  134.0;  106.0;  147.0;  42;    53.59;2024092214:00;eor
       1420;2024092214:18;    1;  137.0;   76.0;   80.0;   0;    59.37;2024092215:00;eor
       1420;2024092215:18;    1;  137.0;   57.0;   60.0;   0;    67.01;2024092216:00;eor
       1420;2024092216:18;    1;  134.0;   37.0;   38.0;   0;    75.81;2024092217:00;eor
       1420;2024092217:18;    1;  131.0;   10.0;   10.0;   0;    85.24;2024092218:00;eor
       1420;2024092218:18;    1;  129.0;    0.0;    0.0;   0;    94.88;2024092219:00;eor
       1420;2024092219:18;    1;  130.0;    0.0;    0.0;   0;   104.31;2024092220:00;eor
       1420;2024092220:18;    1;  130.0;    0.0;    0.0;   0;   113.12;2024092221:00;eor
       1420;2024092221:18;    1;  127.0;    0.0;    0.0;   0;   120.76;2024092222:00;eor
       1420;2024092222:18;    1;  126.0;    0.0;    0.0;   0;   126.55;2024092223:00;eor
       1420;2024092223:18;    1;  127.0;    0.0;    0.0;   0;   129.73;2024092300:00;eor
       1420;2024092300:18;    1;  128.0;    0.0;    0.0;   0;   129.74;2024092301:00;eor
       1420;2024092301:18;    1;  133.0;    0.0;    0.0;   0;   126.60;2024092302:00;eor
       1420;2024092302:18;    1;  135.0;    0.0;    0.0;   0;   120.83;2024092303:00;eor
       1420;2024092303:18;    1;  137.0;    0.0;    0.0;   0;   113.21;2024092304:00;eor
       1420;2024092304:18;    1;  136.0;    0.0;    0.0;   0;   104.43;2024092305:00;eor
       1420;2024092305:18;    1;  138.0;    0.0;    0.0;   0;    95.01;2024092306:00;eor
       1420;2024092306:18;    1;  138.0;    5.0;    5.0;   0;    85.41;2024092307:00;eor
       1420;2024092307:18;    1;  132.0;   34.0;   36.0;   5;    76.00;2024092308:00;eor
       1420;2024092308:18;    1;  133.0;   53.0;   54.0;   0;    67.24;2024092309:00;eor
       1420;2024092309:18;    1;  136.0;   75.0;   77.0;   1;    59.65;2024092310:00;eor
       1420;2024092310:18;    1;  140.0;   70.0;   71.0;   0;    53.92;2024092311:00;eor
       1420;2024092311:18;    1;  139.0;   98.0;  100.0;   0;    50.79;2024092312:00;eor
       1420;2024092312:18;    1;  141.0;   76.0;   80.0;   0;    50.81;2024092313:00;eor
       1420;2024092313:18;    1;  139.0;   84.0;   87.0;   1;    53.97;2024092314:00;eor
       1420;2024092314:18;    1;  139.0;   67.0;   67.0;   0;    59.72;2024092315:00;eor
       1420;2024092315:18;    1;  137.0;   43.0;   43.0;   0;    67.33;2024092316:00;eor
       1420;2024092316:18;    1;  140.0;   13.0;   13.0;   0;    76.12;2024092317:00;eor
       1420;2024092317:18;    1;  137.0;    3.0;    4.0;   0;    85.54;2024092318:00;eor
       1420;2024092318:18;    1;  138.0;    0.0;    0.0;   0;    95.18;2024092319:00;eor
       1420;2024092319:18;    1;  137.0;    0.0;    0.0;   0;   104.62;2024092320:00;eor
       1420;2024092320:18;    1;  136.0;    0.0;    0.0;   0;   113.44;2024092321:00;eor
       1420;2024092321:18;    1;  134.0;    0.0;    0.0;   0;   121.11;2024092322:00;eor
       1420;2024092322:17;    1;  131.0;    0.0;    0.0;   0;   126.92;2024092323:00;eor
       1420;2024092323:17;    1;  133.0;    0.0;    0.0;   0;   130.12;2024092400:00;eor
       1420;2024092400:17;    1;  129.0;    0.0;    0.0;   0;   130.13;2024092401:00;eor
       1420;2024092401:17;    1;  122.0;    0.0;    0.0;   0;   126.97;2024092402:00;eor
       1420;2024092402:17;    1;  133.0;    0.0;    0.0;   0;   121.18;2024092403:00;eor
       1420;2024092403:17;    1;  135.0;    0.0;    0.0;   0;   113.54;2024092404:00;eor
       1420;2024092404:17;    1;  133.0;    0.0;    0.0;   0;   104.73;2024092405:00;eor
       1420;2024092405:17;    1;  133.0;    0.0;    0.0;   0;    95.31;2024092406:00;eor
