STATIONS_ID;MESS_DATUM;QN_592;ATMO_LBERG;FD_LBERG;FG_LBERG;SD_LBERG;ZENIT;MESS_DATUM_WOZ;eor
       1420;2022111509:10;    1;  124.0;   32.0;   32.0;   0;    76.11;2022111510:00;eor
       1420;2022111510:10;    1;  124.0;   50.0;   55.0;  12;    71.38;2022111511:00;eor
       1420;2022111511:10;    1;  129.0;   47.0;   47.0;   0;    68.88;2022111512:00;eor
       1420;2022111512:10;    1;  127.0;   62.0;   68.0;   9;    68.89;2022111513:00;eor
       1420;2022111513:10;    1;  128.0;   49.0;   52.0;   4;    71.41;2022111514:00;eor
       1420;2022111514:10;    1;  128.0;   32.0;   32.0;   0;    76.16;2022111515:00;eor
       1420;2022111515:10;    1;  129.0;   11.0;   11.0;   0;    82.73;2022111516:00;eor
       1420;2022111516:10;    1;  127.0;    2.0;    2.0;   0;    90.64;2022111517:00;eor
       1420;2022111517:10;    1;  126.0;    0.0;    0.0;   0;    99.49;2022111518:00;eor
       1420;2022111518:10;    1;  127.0;    0.0;    0.0;   0;   108.91;2022111519:00;eor
       1420;2022111519:10;    1;  129.0;    0.0;    0.0;   0;   118.53;2022111520:00;eor
       1420;2022111520:10;    1;  128.0;    0.0;    0.0;   0;   127.98;2022111521:00;eor
       1420;2022111521:10;    1;  129.0;    0.0;    0.0;   0;   136.71;2022111522:00;eor
       1420;2022111522:10;    1;  129.0;    0.0;    0.0;   0;   143.85;2022111523:00;eor
       1420;2022111523:10;    1;  130.0;    0.0;    0.0;   0;   148.07;2022111600:00;eor
       1420;2022111600:10;    1;  131.0;    0.0;    0.0;   0;   148.08;2022111601:00;eor
       1420;2022111601:10;    1;  131.0;    0.0;    0.0;   0;   143.87;2022111602:00;eor
       1420;2022111602:10;    1;  130.0;    0.0;    0.0;   0;   136.75;2022111603:00;eor
       1420;2022111603:10;    1;  131.0;    0.0;    0.0;   0;   128.04;2022111604:00;eor
       1420;2022111604:10;    1;  132.0;    0.0;    0.0;   0;   118.60;2022111605:00;eor
       1420;2022111605:10;    1;  132.0;    0.0;    0.0;   0;   108.99;2022111606:00;eor
       1420;2022111606:10;    1;  132.0;    0.0;    0.0;   0;    99.60;2022111607:00;eor
       1420;2022111607:10;    1;  129.0;    1.0;    1.0;   0;    90.77;2022111608:00;eor
       1420;2022111608:10;    1;  116.0;   23.0;   36.0;  22;    82.88;2022111609:00;eor
       1420;2022111609:10;    1;  110.0;   39.0;   47.0;  27;    76.34;2022111610:00;eor
       1420;2022111610:10;    1;  107.0;   48.0;   55.0;  19;    71.62;2022111611:00;eor
       1420;2022111611:10;    1;  122.0;   45.0;   46.0;   2;    69.13;2022111612:00;eor
       1420;2022111612:10;    1;  129.0;   34.0;   35.0;   0;    69.14;2022111613:00;eor
       1420;2022111613:10;    1;  125.0;   53.0;   69.0;  13;    71.65;2022111614:00;eor
       1420;2022111614:10;    1;  122.0;   29.0;   34.0;  11;    76.39;2022111615:00;eor
       1420;2022111615:10;    1;  124.0;   12.0;   13.0;   3;    82.94;2022111616:00;eor
       1420;2022111616:10;    1;  129.0;    1.0;    1.0;   0;    90.85;2022111617:00;eor
       1420;2022111617:10;    1;  117.0;    0.0;    0.0;   0;    99.68;2022111618:00;eor
       1420;2022111618:10;    1;  109.0;    0.0;    0.0;   0;   109.09;2022111619:00;eor
       1420;2022111619:10;    1;  124.0;    0.0;    0.0;   0;   118.72;2022111620:00;eor
       1420;2022111620:10;    1;  120.0;    0.0;    0.0;   0;   128.17;2022111621:00;eor
       1420;2022111621:10;    1;  121.0;    0.0;    0.0;   0;   136.91;2022111622:00;eor
       1420;2022111622:10;    1;  123.0;    0.0;    0.0;   0;   144.07;2022111623:00;eor
       1420;2022111623:10;    1;  125.0;    0.0;    0.0;   0;   148.31;2022111700:00;eor
       1420;2022111700:10;    1;  126.0;    0.0;    0.0;   0;   148.32;2022111701:00;eor
       1420;2022111701:10;    1;  126.0;    0.0;    0.0;   0;   144.10;2022111702:00;eor
       1420;2022111702:10;    1;  127.0;    0.0;    0.0;   0;   136.95;2022111703:00;eor
       1420;2022111703:10;    1;  129.0;    0.0;    0.0;   0;   128.22;2022111704:00;eor
       1420;2022111704:10;    1;  129.0;    0.0;    0.0;   0;   118.78;2022111705:00;eor
       1420;2022111705:10;    1;  129.0;    0.0;    0.0;   0;   109.17;2022111706:00;eor
       1420;2022111706:10;    1;  129.0;    0.0;    0.0;   0;    99.78;2022111707:00;eor
       1420;2022111707:10;    1;  125.0;    1.0;    1.0;   0;    90.97;2022111708:00;eor
       1420;2022111708:10;    1;  115.0;   22.0;   22.0;   0;    83.09;2022111709:00;eor
       1420;2022111709:10;    1;  126.0;   28.0;   37.0;   1;    76.57;2022111710:00;eor
       1420;2022111710:10;    1;  120.0;   64.0;   87.0;  38;    71.86;2022111711:00;eor
       1420;2022111711:10;    1;  123.0;   48.0;   51.0;   2;    69.38;2022111712:00;eor
       1420;2022111712:10;    1;  124.0;   51.0;   53.0;   2;    69.39;2022111713:00;eor
       1420;2022111713:10;    1;  120.0;   46.0;   53.0;   7;    71.89;2022111714:00;eor
       1420;2022111714:10;    1;  115.0;   31.0;   32.0;   5;    76.62;2022111715:00;eor
       1420;2022111715:10;    1;  126.0;   10.0;   11.0;   0;    83.15;2022111716:00;eor
       1420;2022111716:10;    1;  128.0;    0.0;    0.0;   0;    91.04;2022111717:00;eor
       1420;2022111717:10;    1;  123.0;    0.0;    0.0;   0;    99.87;2022111718:00;eor
       1420;2022111718:10;    1;  118.0;    0.0;    0.0;   0;   109.27;2022111719:00;eor
       1420;2022111719:10;    1;  117.0;    0.0;    0.0;   0;   118.90;2022111720:00;eor
       1420;2022111720:10;    1;  122.0;    0.0;    0.0;   0;   128.36;2022111721:00;eor
       1420;2022111721:10;    1;  118.0;    0.0;    0.0;   0;   137.11;2022111722:00;eor
       1420;2022111722:10;    1;  129.0;    0.0;    0.0;   0;   144.29;2022111723:00;eor
       1420;2022111723:10;    1;  130.0;    0.0;    0.0;   0;   148.55;2022111800:00;eor
       1420;2022111800:10;    1;  128.0;    0.0;    0.0;   0;   148.56;2022111801:00;eor
       1420;2022111801:10;    1;  126.0;    0.0;    0.0;   0;   144.32;2022111802:00;eor
       1420;2022111802:10;    1;  130.0;    0.0;    0.0;   0;   137.15;2022111803:00;eor
       1420;2022111803:10;    1;  129.0;    0.0;    0.0;   0;   128.41;2022111804:00;eor
       1420;2022111804:10;    1;  128.0;    0.0;    0.0;   0;   118.96;2022111805:00;eor
       1420;2022111805:11;    1;  125.0;    0.0;    0.0;   0;   109.35;2022111806:00;eor
       1420;2022111806:11;    1;  125.0;    0.0;    0.0;   0;    99.97;2022111807:00;eor
       1420;2022111807:11;    1;  128.0;    0.0;    0.0;   0;    91.16;2022111808:00;eor
       1420;2022111808:11;    1;  129.0;    4.0;    4.0;   0;    83.30;2022111809:00;eor
       1420;2022111809:11;    1;  128.0;   11.0;   11.0;   0;    76.79;2022111810:00;eor
       1420;2022111810:11;    1;  124.0;   31.0;   31.0;   0;    72.09;2022111811:00;eor
       1420;2022111811:11;    1;  122.0;   52.0;   52.0;   0;    69.61;2022111812:00;eor
       1420;2022111812:11;    1;  120.0;   53.0;   55.0;   1;    69.62;2022111813:00;eor
       1420;2022111813:11;    1;  118.0;   40.0;   41.0;   2;    72.12;2022111814:00;eor
       1420;2022111814:11;    1;  107.0;   26.0;   51.0;  32;    76.84;2022111815:00;eor
       1420;2022111815:11;    1;  102.0;   11.0;   16.0;  20;    83.36;2022111816:00;eor
       1420;2022111816:11;    1;  101.0;    1.0;    2.0;   0;    91.23;2022111817:00;eor
       1420;2022111817:11;    1;  111.0;    0.0;    0.0;   0;   100.05;2022111818:00;eor
       1420;2022111818:11;    1;  111.0;    0.0;    0.0;   0;   109.45;2022111819:00;eor
       1420;2022111819:11;    1;  113.0;    0.0;    0.0;   0;   119.07;2022111820:00;eor
       1420;2022111820:11;    1;  118.0;    0.0;    0.0;   0;   128.54;2022111821:00;eor
       1420;2022111821:11;    1;  118.0;    0.0;    0.0;   0;   137.31;2022111822:00;eor
       1420;2022111822:11;    1;  120.0;    0.0;    0.0;   0;   144.51;2022111823:00;eor
       1420;2022111823:11;    1;  119.0;    0.0;    0.0;   0;   148.79;2022111900:00;eor
       1420;2022111900:11;    1;  124.0;    0.0;    0.0;   0;   148.79;2022111901:00;eor
       1420;2022111901:11;    1;  123.0;    0.0;    0.0;   0;   144.53;2022111902:00;eor
       1420;2022111902:11;    1;  122.0;    0.0;    0.0;   0;   137.35;2022111903:00;eor
       1420;2022111903:11;    1;  120.0;    0.0;    0.0;   0;   128.59;2022111904:00;eor
       1420;2022111904:11;    1;  119.0;    0.0;    0.0;   0;   119.13;2022111905:00;eor
       1420;2022111905:11;    1;  119.0;    0.0;    0.0;   0;   109.53;2022111906:00;eor
       1420;2022111906:11;    1;  119.0;    0.0;    0.0;   0;   100.15;2022111907:00;eor
       1420;2022111907:11;    1;  118.0;    1.0;    1.0;   0;    91.35;2022111908:00;eor
       1420;2022111908:11;    1;  118.0;    4.0;    4.0;   0;    83.50;2022111909:00;eor
       1420;2022111909:11;    1;  117.0;    7.0;    7.0;   0;    77.00;2022111910:00;eor
       1420;2022111910:11;    1;  116.0;   21.0;   21.0;   0;    72.32;2022111911:00;eor
       1420;2022111911:11;    1;  117.0;   24.0;   24.0;   0;    69.85;2022111912:00;eor
       1420;2022111912:11;    1;  117.0;   20.0;   20.0;   0;    69.86;2022111913:00;eor
       1420;2022111913:11;    1;  116.0;   16.0;   16.0;   0;    72.34;2022111914:00;eor
       1420;2022111914:11;    1;  116.0;   10.0;   10.0;   0;    77.05;2022111915:00;eor
       1420;2022111915:11;    1;  116.0;    3.0;    3.0;   0;    83.56;2022111916:00;eor
       1420;2022111916:11;    1;  116.0;    0.0;    0.0;   0;    91.42;2022111917:00;eor
       1420;2022111917:11;    1;  117.0;    0.0;    0.0;   0;   100.23;2022111918:00;eor
       1420;2022111918:11;    1;  116.0;    0.0;    0.0;   0;   109.62;2022111919:00;eor
       1420;2022111919:11;    1;  115.0;    0.0;    0.0;   0;   119.24;2022111920:00;eor
       1420;2022111920:11;    1;  115.0;    0.0;    0.0;   0;   128.71;2022111921:00;eor
       1420;2022111921:11;    1;  115.0;    0.0;    0.0;   0;   137.50;2022111922:00;eor
       1420;2022111922:11;    1;  115.0;    0.0;    0.0;   0;   144.72;2022111923:00;eor
       1420;2022111923:11;    1;  115.0;    0.0;    0.0;   0;   149.01;2022112000:00;eor
       1420;2022112000:11;    1;  115.0;    0.0;    0.0;   0;   149.02;2022112001:00;eor
       1420;2022112001:11;    1;  116.0;    0.0;    0.0;   0;   144.74;2022112002:00;eor
       1420;2022112002:11;    1;  116.0;    0.0;    0.0;   0;   137.54;2022112003:00;eor
       1420;2022112003:11;    1;  116.0;    0.0;    0.0;   0;   128.76;2022112004:00;eor
       1420;2022112004:11;    1;  116.0;    0.0;    0.0;   0;   119.30;2022112005:00;eor
       1420;2022112005:11;    1;  116.0;    0.0;    0.0;   0;   109.69;2022112006:00;eor
       1420;2022112006:11;    1;  116.0;    0.0;    0.0;   0;   100.32;2022112007:00;eor
       1420;2022112007:11;    1;  117.0;    0.0;    0.0;   0;    91.54;2022112008:00;eor
       1420;2022112008:11;    1;  117.0;    8.0;    8.0;   0;    83.70;2022112009:00;eor
       1420;2022112009:11;    1;  117.0;   25.0;   25.0;   0;    77.21;2022112010:00;eor
       1420;2022112010:11;    1;  116.0;   32.0;   32.0;   0;    72.54;2022112011:00;eor
       1420;2022112011:11;    1;  117.0;   19.0;   19.0;   0;    70.08;2022112012:00;eor
       1420;2022112012:11;    1;  118.0;   28.0;   28.0;   0;    70.08;2022112013:00;eor
       1420;2022112013:11;    1;  119.0;   28.0;   28.0;   0;    72.57;2022112014:00;eor
       1420;2022112014:11;    1;  121.0;   17.0;   17.0;   0;    77.26;2022112015:00;eor
       1420;2022112015:11;    1;  118.0;   10.0;   10.0;   0;    83.75;2022112016:00;eor
       1420;2022112016:11;    1;  119.0;    1.0;    1.0;   0;    91.61;2022112017:00;eor
       1420;2022112017:11;    1;  119.0;    0.0;    0.0;   0;   100.40;2022112018:00;eor
       1420;2022112018:11;    1;  121.0;    0.0;    0.0;   0;   109.78;2022112019:00;eor
       1420;2022112019:11;    1;  123.0;    0.0;    0.0;   0;   119.41;2022112020:00;eor
       1420;2022112020:11;    1;  122.0;    0.0;    0.0;   0;   128.88;2022112021:00;eor
       1420;2022112021:11;    1;  107.0;    0.0;    0.0;   0;   137.68;2022112022:00;eor
       1420;2022112022:11;    1;  109.0;    0.0;    0.0;   0;   144.92;2022112023:00;eor
       1420;2022112023:11;    1;  114.0;    0.0;    0.0;   0;   149.24;2022112100:00;eor
       1420;2022112100:11;    1;  103.0;    0.0;    0.0;   0;   149.24;2022112101:00;eor
       1420;2022112101:11;    1;  100.0;    0.0;    0.0;   0;   144.95;2022112102:00;eor
       1420;2022112102:11;    1;  109.0;    0.0;    0.0;   0;   137.72;2022112103:00;eor
       1420;2022112103:11;    1;  104.0;    0.0;    0.0;   0;   128.93;2022112104:00;eor
       1420;2022112104:11;    1;  116.0;    0.0;    0.0;   0;   119.47;2022112105:00;eor
       1420;2022112105:11;    1;  112.0;    0.0;    0.0;   0;   109.86;2022112106:00;eor
       1420;2022112106:11;    1;  111.0;    0.0;    0.0;   0;   100.49;2022112107:00;eor
       1420;2022112107:11;    1;  111.0;    1.0;    1.0;   0;    91.72;2022112108:00;eor
       1420;2022112108:11;    1;  113.0;   15.0;   16.0;   0;    83.89;2022112109:00;eor
       1420;2022112109:11;    1;  116.0;   30.0;   31.0;   5;    77.42;2022112110:00;eor
       1420;2022112110:11;    1;  106.0;   43.0;   62.0;  25;    72.75;2022112111:00;eor
       1420;2022112111:11;    1;  106.0;   48.0;   72.0;  29;    70.30;2022112112:00;eor
       1420;2022112112:11;    1;  119.0;   51.0;   54.0;   6;    70.31;2022112113:00;eor
       1420;2022112113:11;    1;  101.0;   43.0;   80.0;  36;    72.78;2022112114:00;eor
       1420;2022112114:11;    1;   97.0;   23.0;   33.0;  26;    77.46;2022112115:00;eor
       1420;2022112115:11;    1;   97.0;   16.0;   21.0;  17;    83.94;2022112116:00;eor
       1420;2022112116:11;    1;   -999;    1.0;    1.0;   0;    91.78;2022112117:00;eor
       1420;2022112117:11;    1;  102.0;    0.0;    0.0;   0;   100.57;2022112118:00;eor
       1420;2022112118:11;    1;  108.0;    0.0;    0.0;   0;   109.95;2022112119:00;eor
       1420;2022112119:11;    1;  112.0;    0.0;    0.0;   0;   119.57;2022112120:00;eor
       1420;2022112120:11;    1;  114.0;    0.0;    0.0;   0;   129.05;2022112121:00;eor
       1420;2022112121:11;    1;  120.0;    0.0;    0.0;   0;   137.86;2022112122:00;eor
       1420;2022112122:11;    1;  122.0;    0.0;    0.0;   0;   145.12;2022112123:00;eor
       1420;2022112123:11;    1;  122.0;    0.0;    0.0;   0;   149.45;2022112200:00;eor
       1420;2022112200:11;    1;  125.0;    0.0;    0.0;   0;   149.46;2022112201:00;eor
       1420;2022112201:11;    1;  123.0;    0.0;    0.0;   0;   145.14;2022112202:00;eor
       1420;2022112202:11;    1;  123.0;    0.0;    0.0;   0;   137.90;2022112203:00;eor
       1420;2022112203:11;    1;  116.0;    0.0;    0.0;   0;   129.10;2022112204:00;eor
       1420;2022112204:11;    1;  115.0;    0.0;    0.0;   0;   119.63;2022112205:00;eor
       1420;2022112205:11;    1;  107.0;    0.0;    0.0;   0;   110.02;2022112206:00;eor
       1420;2022112206:11;    1;  100.0;    0.0;    0.0;   0;   100.66;2022112207:00;eor
       1420;2022112207:11;    1;  111.0;    1.0;    1.0;   0;    91.89;2022112208:00;eor
       1420;2022112208:11;    1;  118.0;    6.0;    6.0;   0;    84.08;2022112209:00;eor
       1420;2022112209:11;    1;  109.0;   27.0;   27.0;   0;    77.62;2022112210:00;eor
       1420;2022112210:12;    1;  103.0;   45.0;   50.0;  15;    72.96;2022112211:00;eor
       1420;2022112211:12;    1;  110.0;   47.0;   48.0;   0;    70.51;2022112212:00;eor
       1420;2022112212:12;    1;  114.0;   54.0;   56.0;   1;    70.52;2022112213:00;eor
       1420;2022112213:12;    1;  111.0;   52.0;   55.0;   2;    72.99;2022112214:00;eor
       1420;2022112214:12;    1;  118.0;   26.0;   26.0;   0;    77.66;2022112215:00;eor
       1420;2022112215:12;    1;  122.0;    9.0;    9.0;   0;    84.13;2022112216:00;eor
       1420;2022112216:12;    1;  121.0;    1.0;    1.0;   0;    91.96;2022112217:00;eor
       1420;2022112217:12;    1;  122.0;    0.0;    0.0;   0;   100.73;2022112218:00;eor
       1420;2022112218:12;    1;  123.0;    0.0;    0.0;   0;   110.10;2022112219:00;eor
       1420;2022112219:12;    1;  121.0;    0.0;    0.0;   0;   119.73;2022112220:00;eor
       1420;2022112220:12;    1;  108.0;    0.0;    0.0;   0;   129.21;2022112221:00;eor
       1420;2022112221:12;    1;  107.0;    0.0;    0.0;   0;   138.03;2022112222:00;eor
       1420;2022112222:12;    1;   98.0;    0.0;    0.0;   0;   145.31;2022112223:00;eor
       1420;2022112223:12;    1;  114.0;    0.0;    0.0;   0;   149.66;2022112300:00;eor
       1420;2022112300:12;    1;  119.0;    0.0;    0.0;   0;   149.67;2022112301:00;eor
       1420;2022112301:12;    1;  120.0;    0.0;    0.0;   0;   145.34;2022112302:00;eor
       1420;2022112302:12;    1;  121.0;    0.0;    0.0;   0;   138.07;2022112303:00;eor
       1420;2022112303:12;    1;  120.0;    0.0;    0.0;   0;   129.26;2022112304:00;eor
       1420;2022112304:12;    1;  120.0;    0.0;    0.0;   0;   119.78;2022112305:00;eor
       1420;2022112305:12;    1;  120.0;    0.0;    0.0;   0;   110.17;2022112306:00;eor
       1420;2022112306:12;    1;  120.0;    0.0;    0.0;   0;   100.82;2022112307:00;eor
       1420;2022112307:12;    1;  118.0;    1.0;    1.0;   0;    92.06;2022112308:00;eor
       1420;2022112308:12;    1;  118.0;    9.0;    9.0;   0;    84.26;2022112309:00;eor
       1420;2022112309:12;    1;  103.0;   25.0;   53.0;  29;    77.81;2022112310:00;eor
       1420;2022112310:12;    1;   98.0;   27.0;   89.0;  60;    73.17;2022112311:00;eor
       1420;2022112311:12;    1;   98.0;   25.0;  110.0;  60;    70.72;2022112312:00;eor
       1420;2022112312:12;    1;   98.0;   22.0;  113.0;  60;    70.73;2022112313:00;eor
       1420;2022112313:12;    1;   97.0;   19.0;   96.0;  60;    73.19;2022112314:00;eor
       1420;2022112314:12;    1;   96.0;   16.0;   65.0;  60;    77.85;2022112315:00;eor
       1420;2022112315:12;    1;   96.0;    8.0;   20.0;  45;    84.31;2022112316:00;eor
       1420;2022112316:12;    1;  105.0;    1.0;    1.0;   0;    92.12;2022112317:00;eor
       1420;2022112317:12;    1;  120.0;    0.0;    0.0;   0;   100.89;2022112318:00;eor
       1420;2022112318:12;    1;  124.0;    0.0;    0.0;   0;   110.26;2022112319:00;eor
       1420;2022112319:12;    1;  124.0;    0.0;    0.0;   0;   119.88;2022112320:00;eor
       1420;2022112320:12;    1;  124.0;    0.0;    0.0;   0;   129.37;2022112321:00;eor
       1420;2022112321:12;    1;  106.0;    0.0;    0.0;   0;   138.20;2022112322:00;eor
       1420;2022112322:12;    1;  101.0;    0.0;    0.0;   0;   145.50;2022112323:00;eor
       1420;2022112323:12;    1;  112.0;    0.0;    0.0;   0;   149.87;2022112400:00;eor
       1420;2022112400:12;    1;  100.0;    0.0;    0.0;   0;   149.88;2022112401:00;eor
       1420;2022112401:12;    1;  101.0;    0.0;    0.0;   0;   145.52;2022112402:00;eor
       1420;2022112402:12;    1;  106.0;    0.0;    0.0;   0;   138.23;2022112403:00;eor
       1420;2022112403:12;    1;  107.0;    0.0;    0.0;   0;   129.41;2022112404:00;eor
       1420;2022112404:12;    1;  104.0;    0.0;    0.0;   0;   119.93;2022112405:00;eor
       1420;2022112405:12;    1;  123.0;    0.0;    0.0;   0;   110.32;2022112406:00;eor
       1420;2022112406:12;    1;  124.0;    0.0;    0.0;   0;   100.98;2022112407:00;eor
       1420;2022112407:12;    1;  125.0;    0.0;    0.0;   0;    92.23;2022112408:00;eor
       1420;2022112408:12;    1;  123.0;    8.0;    8.0;   0;    84.43;2022112409:00;eor
       1420;2022112409:12;    1;  118.0;   26.0;   26.0;   0;    78.00;2022112410:00;eor
       1420;2022112410:12;    1;  110.0;   46.0;   64.0;  25;    73.36;2022112411:00;eor
       1420;2022112411:12;    1;  107.0;   63.0;   88.0;  32;    70.93;2022112412:00;eor
       1420;2022112412:12;    1;  114.0;   47.0;   70.0;  22;    70.93;2022112413:00;eor
       1420;2022112413:12;    1;  118.0;   55.0;   89.0;  32;    73.39;2022112414:00;eor
       1420;2022112414:12;    1;  110.0;   36.0;   74.0;  56;    78.04;2022112415:00;eor
       1420;2022112415:12;    1;  101.0;   12.0;   24.0;  59;    84.48;2022112416:00;eor
       1420;2022112416:12;    1;   98.0;    1.0;    1.0;   7;    92.29;2022112417:00;eor
       1420;2022112417:12;    1;   97.0;    0.0;    0.0;   0;   101.05;2022112418:00;eor
       1420;2022112418:12;    1;   98.0;    0.0;    0.0;   0;   110.41;2022112419:00;eor
       1420;2022112419:12;    1;  102.0;    0.0;    0.0;   0;   120.02;2022112420:00;eor
       1420;2022112420:12;    1;  100.0;    0.0;    0.0;   0;   129.52;2022112421:00;eor
       1420;2022112421:12;    1;   -999;    0.0;    0.0;   0;   138.37;2022112422:00;eor
       1420;2022112422:12;    1;   95.0;    0.0;    0.0;   0;   145.68;2022112423:00;eor
       1420;2022112423:12;    1;   94.0;    0.0;    0.0;   0;   150.07;2022112500:00;eor
       1420;2022112500:12;    1;   94.0;    0.0;    0.0;   0;   150.07;2022112501:00;eor
       1420;2022112501:12;    1;   97.0;    0.0;    0.0;   0;   145.70;2022112502:00;eor
       1420;2022112502:12;    1;  107.0;    0.0;    0.0;   0;   138.40;2022112503:00;eor
       1420;2022112503:12;    1;  107.0;    0.0;    0.0;   0;   129.56;2022112504:00;eor
       1420;2022112504:12;    1;  110.0;    0.0;    0.0;   0;   120.08;2022112505:00;eor
       1420;2022112505:12;    1;  112.0;    0.0;    0.0;   0;   110.47;2022112506:00;eor
       1420;2022112506:12;    1;  117.0;    0.0;    0.0;   0;   101.13;2022112507:00;eor
       1420;2022112507:12;    1;  118.0;    1.0;    1.0;   0;    92.39;2022112508:00;eor
       1420;2022112508:12;    1;  120.0;    8.0;    8.0;   0;    84.60;2022112509:00;eor
       1420;2022112509:12;    1;  122.0;   15.0;   15.0;   0;    78.18;2022112510:00;eor
       1420;2022112510:12;    1;  120.0;   38.0;   38.0;   0;    73.55;2022112511:00;eor
       1420;2022112511:12;    1;  109.0;   55.0;   72.0;  23;    71.12;2022112512:00;eor
       1420;2022112512:12;    1;  111.0;   49.0;   72.0;  23;    71.13;2022112513:00;eor
       1420;2022112513:12;    1;  112.0;   57.0;   75.0;  31;    73.58;2022112514:00;eor
       1420;2022112514:12;    1;  113.0;   39.0;   63.0;  57;    78.22;2022112515:00;eor
       1420;2022112515:12;    1;  108.0;   12.0;   12.0;   0;    84.65;2022112516:00;eor
       1420;2022112516:12;    1;  104.0;    1.0;    1.0;   0;    92.45;2022112517:00;eor
       1420;2022112517:12;    1;  116.0;    0.0;    0.0;   0;   101.20;2022112518:00;eor
       1420;2022112518:12;    1;  119.0;    0.0;    0.0;   0;   110.55;2022112519:00;eor
       1420;2022112519:12;    1;  115.0;    0.0;    0.0;   0;   120.17;2022112520:00;eor
       1420;2022112520:12;    1;  113.0;    0.0;    0.0;   0;   129.67;2022112521:00;eor
       1420;2022112521:13;    1;  103.0;    0.0;    0.0;   0;   138.52;2022112522:00;eor
       1420;2022112522:13;    1;   97.0;    0.0;    0.0;   0;   145.86;2022112523:00;eor
       1420;2022112523:13;    1;   96.0;    0.0;    0.0;   0;   150.26;2022112600:00;eor
       1420;2022112600:13;    1;   98.0;    0.0;    0.0;   0;   150.26;2022112601:00;eor
       1420;2022112601:13;    1;   95.0;    0.0;    0.0;   0;   145.88;2022112602:00;eor
       1420;2022112602:13;    1;   95.0;    0.0;    0.0;   0;   138.55;2022112603:00;eor
       1420;2022112603:13;    1;  104.0;    0.0;    0.0;   0;   129.71;2022112604:00;eor
       1420;2022112604:13;    1;   93.0;    0.0;    0.0;   0;   120.22;2022112605:00;eor
       1420;2022112605:13;    1;   92.0;    0.0;    0.0;   0;   110.61;2022112606:00;eor
       1420;2022112606:13;    1;   92.0;    0.0;    0.0;   0;   101.27;2022112607:00;eor
       1420;2022112607:13;    1;   92.0;    1.0;    1.0;   0;    92.54;2022112608:00;eor
       1420;2022112608:13;    1;   92.0;   13.0;   21.0;  25;    84.77;2022112609:00;eor
       1420;2022112609:13;    1;   95.0;   31.0;   60.0;  54;    78.36;2022112610:00;eor
       1420;2022112610:13;    1;   96.0;   38.0;   76.0;  47;    73.74;2022112611:00;eor
       1420;2022112611:13;    1;  101.0;   52.0;   94.0;  43;    71.31;2022112612:00;eor
       1420;2022112612:13;    1;  112.0;   66.0;   78.0;  14;    71.32;2022112613:00;eor
       1420;2022112613:13;    1;  123.0;   31.0;   31.0;   0;    73.76;2022112614:00;eor
       1420;2022112614:13;    1;  123.0;   13.0;   13.0;   0;    78.39;2022112615:00;eor
       1420;2022112615:13;    1;  123.0;    7.0;    7.0;   0;    84.81;2022112616:00;eor
       1420;2022112616:13;    1;  122.0;    1.0;    1.0;   0;    92.60;2022112617:00;eor
       1420;2022112617:13;    1;  122.0;    0.0;    0.0;   0;   101.34;2022112618:00;eor
       1420;2022112618:13;    1;  121.0;    0.0;    0.0;   0;   110.69;2022112619:00;eor
       1420;2022112619:13;    1;  122.0;    0.0;    0.0;   0;   120.30;2022112620:00;eor
       1420;2022112620:13;    1;  123.0;    0.0;    0.0;   0;   129.81;2022112621:00;eor
       1420;2022112621:13;    1;  122.0;    0.0;    0.0;   0;   138.67;2022112622:00;eor
       1420;2022112622:13;    1;  121.0;    0.0;    0.0;   0;   146.03;2022112623:00;eor
       1420;2022112623:13;    1;  121.0;    0.0;    0.0;   0;   150.44;2022112700:00;eor
       1420;2022112700:13;    1;  118.0;    0.0;    0.0;   0;   150.45;2022112701:00;eor
       1420;2022112701:13;    1;  121.0;    0.0;    0.0;   0;   146.05;2022112702:00;eor
       1420;2022112702:13;    1;  115.0;    0.0;    0.0;   0;   138.70;2022112703:00;eor
       1420;2022112703:13;    1;   94.0;    0.0;    0.0;   0;   129.85;2022112704:00;eor
       1420;2022112704:13;    1;   92.0;    0.0;    0.0;   0;   120.35;2022112705:00;eor
       1420;2022112705:13;    1;   91.0;    0.0;    0.0;   0;   110.75;2022112706:00;eor
       1420;2022112706:13;    1;   93.0;    0.0;    0.0;   0;   101.42;2022112707:00;eor
       1420;2022112707:13;    1;   97.0;    1.0;    1.0;   0;    92.69;2022112708:00;eor
       1420;2022112708:13;    1;  111.0;   14.0;   14.0;   0;    84.93;2022112709:00;eor
       1420;2022112709:13;    1;  117.0;   25.0;   25.0;   0;    78.53;2022112710:00;eor
       1420;2022112710:13;    1;  115.0;   40.0;   40.0;   0;    73.92;2022112711:00;eor
       1420;2022112711:13;    1;  109.0;   74.0;   93.0;  29;    71.50;2022112712:00;eor
       1420;2022112712:13;    1;  111.0;   70.0;   80.0;  20;    71.50;2022112713:00;eor
       1420;2022112713:13;    1;  105.0;   53.0;   70.0;  32;    73.94;2022112714:00;eor
       1420;2022112714:13;    1;  114.0;   30.0;   31.0;  12;    78.56;2022112715:00;eor
       1420;2022112715:13;    1;  117.0;    7.0;    8.0;   0;    84.97;2022112716:00;eor
       1420;2022112716:13;    1;  118.0;    0.0;    0.0;   0;    92.75;2022112717:00;eor
