timestamp,imports_gw
2025-04-22 22:00:00+02:00,11.50116
2025-04-22 23:00:00+02:00,11.4283
2025-04-23 00:00:00+02:00,11.374270000000001
2025-04-23 01:00:00+02:00,11.521370000000001
2025-04-23 02:00:00+02:00,11.650540000000001
2025-04-23 03:00:00+02:00,11.85925
2025-04-23 04:00:00+02:00,11.884549999999999
2025-04-23 05:00:00+02:00,12.00447
2025-04-23 06:00:00+02:00,12.54151
2025-04-23 07:00:00+02:00,12.04958
2025-04-23 08:00:00+02:00,8.310709999999998
2025-04-23 09:00:00+02:00,6.7123
2025-04-23 10:00:00+02:00,5.43124
2025-04-23 11:00:00+02:00,5.10027
2025-04-23 12:00:00+02:00,5.2997
2025-04-23 13:00:00+02:00,5.06097
2025-04-23 14:00:00+02:00,4.80377
2025-04-23 15:00:00+02:00,5.462149999999999
2025-04-23 16:00:00+02:00,5.28184
2025-04-23 17:00:00+02:00,6.17132
2025-04-23 18:00:00+02:00,6.22671
2025-04-23 19:00:00+02:00,6.158189999999999
2025-04-23 20:00:00+02:00,4.79095
2025-04-23 21:00:00+02:00,3.5633000000000004
2025-04-23 22:00:00+02:00,3.15334
2025-04-23 23:00:00+02:00,2.59487
2025-04-24 00:00:00+02:00,4.18732
2025-04-24 01:00:00+02:00,4.707479999999999
2025-04-24 02:00:00+02:00,5.8412
2025-04-24 03:00:00+02:00,6.4625200000000005
2025-04-24 04:00:00+02:00,6.60516
2025-04-24 05:00:00+02:00,7.10775
2025-04-24 06:00:00+02:00,9.57814
2025-04-24 07:00:00+02:00,8.98736
2025-04-24 08:00:00+02:00,9.838610000000001
2025-04-24 09:00:00+02:00,10.618739999999999
2025-04-24 10:00:00+02:00,9.97284
2025-04-24 11:00:00+02:00,8.94604
2025-04-24 12:00:00+02:00,8.58376
2025-04-24 13:00:00+02:00,9.152899999999999
2025-04-24 14:00:00+02:00,9.75532
2025-04-24 15:00:00+02:00,8.98674
2025-04-24 16:00:00+02:00,8.957540000000002
2025-04-24 17:00:00+02:00,9.188360000000001
2025-04-24 18:00:00+02:00,10.647770000000001
2025-04-24 19:00:00+02:00,9.49766
2025-04-24 20:00:00+02:00,10.14641
2025-04-24 21:00:00+02:00,10.02369
2025-04-24 22:00:00+02:00,9.493229999999999
2025-04-24 23:00:00+02:00,9.03087
2025-04-25 00:00:00+02:00,8.13925
2025-04-25 01:00:00+02:00,8.43341
2025-04-25 02:00:00+02:00,8.4443
2025-04-25 03:00:00+02:00,9.23405
2025-04-25 04:00:00+02:00,9.48041
2025-04-25 05:00:00+02:00,11.87164
2025-04-25 06:00:00+02:00,14.700790000000001
2025-04-25 07:00:00+02:00,15.00157
2025-04-25 08:00:00+02:00,15.96944
2025-04-25 09:00:00+02:00,16.16916
2025-04-25 10:00:00+02:00,15.44927
2025-04-25 11:00:00+02:00,13.762889999999999
2025-04-25 12:00:00+02:00,13.17748
2025-04-25 13:00:00+02:00,11.385290000000001
2025-04-25 14:00:00+02:00,10.22253
2025-04-25 15:00:00+02:00,10.58427
2025-04-25 16:00:00+02:00,10.04917
2025-04-25 17:00:00+02:00,9.694450000000002
2025-04-25 18:00:00+02:00,11.59206
2025-04-25 19:00:00+02:00,14.66459
2025-04-25 20:00:00+02:00,14.142100000000001
2025-04-25 21:00:00+02:00,12.22533
2025-04-25 22:00:00+02:00,10.36655
2025-04-25 23:00:00+02:00,8.74425
2025-04-26 00:00:00+02:00,9.48211
2025-04-26 01:00:00+02:00,9.13218
2025-04-26 02:00:00+02:00,9.049850000000001
2025-04-26 03:00:00+02:00,9.86465
2025-04-26 04:00:00+02:00,9.71463
